epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.5504,0.00759,0.01242,7.24577,1.06584,0.07061,0.34666,0.04335,0.02583,0.06752,0.31891,0.0384,0.01926,0.0091,0.02905,174.142,1.25839,0.000331427,0.000331427,0.000331427
2,171.794,0.00963,0.01633,6.4892,1.22399,0.34074,0.20111,0.22864,0.13588,0.33375,0.19803,0.22109,0.12223,0.01114,0.01836,10.6667,1.48194,0.000651664,0.000651664,0.000651664
3,253.981,0.01048,0.01785,6.73333,1.26005,0.34789,0.34149,0.28403,0.16048,0.33063,0.36017,0.274,0.13022,0.01017,0.0203,7.93964,1.35328,0.000958697,0.000958697,0.000958697
4,336.189,0.0111,0.01806,7.00608,1.30271,0.43485,0.29019,0.26723,0.13803,0.34931,0.26788,0.22867,0.1062,0.01066,0.01791,8.51883,1.36294,0.00125253,0.00125253,0.00125253
5,417.421,0.01106,0.01738,6.98594,1.31524,0.29154,0.40162,0.20155,0.08584,0.2622,0.38913,0.18542,0.07156,0.00991,0.01777,15.5327,1.32046,0.00153316,0.00153316,0.00153316
6,498.524,0.0106,0.0171,6.36363,1.26145,0.49942,0.37673,0.38739,0.20396,0.49551,0.37058,0.38782,0.17863,0.00952,0.01701,8.6476,1.27144,0.00150197,0.00150197,0.00150197
7,580.144,0.01051,0.01731,6.45391,1.24219,0.51959,0.34536,0.35249,0.19112,0.47993,0.33913,0.33584,0.16086,0.00982,0.01781,6.25497,1.29082,0.00146896,0.00146896,0.00146896
8,661.448,0.01005,0.01636,5.63359,1.22139,0.70436,0.3922,0.46825,0.24078,0.69364,0.37929,0.45198,0.19783,0.00939,0.01629,5.34715,1.24561,0.00143595,0.00143595,0.00143595
9,742.795,0.01017,0.01656,5.45642,1.21825,0.6766,0.49932,0.5398,0.27299,0.67147,0.44653,0.50453,0.21372,0.00843,0.01571,5.03261,1.17872,0.00140295,0.00140295,0.00140295
10,824.413,0.0096,0.01625,5.08477,1.18483,0.44157,0.49142,0.44722,0.24298,0.45841,0.45692,0.4438,0.20283,0.00883,0.01531,5.96953,1.20798,0.00136994,0.00136994,0.00136994
11,905.639,0.00966,0.01574,5.12554,1.20096,0.6449,0.55501,0.57398,0.28136,0.67608,0.54025,0.58358,0.23536,0.00843,0.01544,4.76793,1.18048,0.00133693,0.00133693,0.00133693
12,987.46,0.00921,0.01542,5.04751,1.17506,0.66076,0.52624,0.55277,0.29006,0.66434,0.53304,0.56016,0.25338,0.00857,0.01446,5.88431,1.18781,0.00130393,0.00130393,0.00130393
13,1068.92,0.00922,0.01496,4.82141,1.18363,0.79703,0.48401,0.56588,0.29517,0.76967,0.47376,0.54859,0.24759,0.00861,0.0145,4.56854,1.18345,0.00127092,0.00127092,0.00127092
14,1150.01,0.00921,0.01478,4.65313,1.16323,0.59982,0.54888,0.61799,0.30755,0.67319,0.55009,0.6329,0.28492,0.00833,0.0147,5.04456,1.18119,0.00123791,0.00123791,0.00123791
15,1231.58,0.00899,0.01491,4.58105,1.15464,0.74531,0.50012,0.57691,0.30638,0.75483,0.50458,0.5793,0.26106,0.00808,0.01468,4.91863,1.16234,0.00120491,0.00120491,0.00120491
16,1312.38,0.00936,0.01531,4.82222,1.16293,0.74595,0.51397,0.56686,0.29535,0.69723,0.53601,0.56645,0.24105,0.00849,0.01427,4.89569,1.17205,0.0011719,0.0011719,0.0011719
17,1393.28,0.00913,0.01498,4.64968,1.15463,0.77727,0.5496,0.64063,0.32821,0.77411,0.54654,0.61488,0.29374,0.00842,0.01444,4.30493,1.15377,0.00113889,0.00113889,0.00113889
18,1474.64,0.00899,0.01453,4.54046,1.15369,0.72137,0.59393,0.59434,0.31362,0.72227,0.59457,0.60938,0.26761,0.00791,0.01432,4.41582,1.13948,0.00110589,0.00110589,0.00110589
19,1555.56,0.0086,0.01376,4.27284,1.13003,0.78506,0.56495,0.6307,0.33454,0.80123,0.55959,0.63111,0.29605,0.00794,0.01376,4.09483,1.13401,0.00107288,0.00107288,0.00107288
20,1636.93,0.00858,0.01357,4.17538,1.1002,0.72527,0.52108,0.56046,0.30202,0.71571,0.51234,0.54379,0.25272,0.00856,0.01471,4.49398,1.17649,0.00103987,0.00103987,0.00103987
21,1717.82,0.00856,0.01379,4.21473,1.12037,0.70804,0.50359,0.56455,0.30147,0.85451,0.44655,0.55079,0.2526,0.00769,0.01407,3.78403,1.10467,0.00100687,0.00100687,0.00100687
22,1798.92,0.00809,0.01298,3.94186,1.0856,0.82853,0.56676,0.65325,0.34871,0.82578,0.56311,0.64118,0.3044,0.00766,0.01384,3.84578,1.10792,0.000973861,0.000973861,0.000973861
23,1880.11,0.00823,0.01307,3.92699,1.11962,0.72284,0.56729,0.62825,0.33065,0.74956,0.58708,0.63385,0.2918,0.0077,0.01422,3.77784,1.12326,0.000940855,0.000940855,0.000940855
24,1960.79,0.00817,0.01302,3.93406,1.0887,0.7928,0.54666,0.64027,0.34431,0.76749,0.52835,0.58322,0.28389,0.00799,0.0142,4.342,1.12861,0.000907848,0.000907848,0.000907848
