epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.071,1.31569,2.22631,1.64378,1.16967,0.00324,0.16259,0.00179,0.00089,0.00343,0.16204,0.00164,0.00068,nan,nan,nan,nan,0.000553033,0.000553033,0.000553033
2,221.957,1.50718,2.5907,1.58711,1.32629,0.84317,0.25568,0.34679,0.20024,0.83916,0.25269,0.35022,0.18064,nan,nan,nan,nan,0.00109772,0.00109772,0.00109772
3,326.352,1.47892,2.38261,1.47728,1.29169,0.35134,0.50455,0.22947,0.08956,0.34009,0.49076,0.21611,0.0723,1.47294,2.57769,48.9344,1.39865,0.00163141,0.00163141,0.00163141
4,430.106,1.5344,2.45256,1.41078,1.32271,0.49115,0.37094,0.36347,0.1996,0.5061,0.37317,0.36751,0.18424,1.52706,2.71514,1.56619,1.39713,0.00161749,0.00161749,0.00161749
5,534.263,1.46271,2.37138,1.36335,1.28241,0.59829,0.50271,0.53108,0.29964,0.59408,0.49776,0.5294,0.26,1.33207,2.21185,1.60691,1.26289,0.00160099,0.00160099,0.00160099
6,638.646,1.39481,2.22042,1.21676,1.23702,0.65666,0.51187,0.57769,0.30796,0.66676,0.48368,0.55388,0.26952,1.3825,2.27855,1.26723,1.27862,0.00158448,0.00158448,0.00158448
7,742.46,1.36734,2.25903,1.23313,1.21952,0.70339,0.50899,0.53917,0.30118,0.68624,0.50272,0.53049,0.27483,1.28935,2.23268,1.22516,1.22765,0.00156798,0.00156798,0.00156798
8,846.283,1.33641,2.15094,1.12668,1.20086,0.73695,0.54941,0.59883,0.33595,0.7161,0.52733,0.57444,0.28798,1.32117,2.20069,1.0688,1.24945,0.00155148,0.00155148,0.00155148
9,950.516,1.28666,2.00099,1.06509,1.17322,0.78895,0.51366,0.59637,0.34272,0.79608,0.52093,0.60463,0.30914,1.25331,2.1001,1.21195,1.20671,0.00153497,0.00153497,0.00153497
10,1054.5,1.33236,2.12644,1.0888,1.2006,0.58984,0.55523,0.56642,0.32603,0.60364,0.55181,0.57396,0.29028,1.24304,2.20016,1.1074,1.21519,0.00151847,0.00151847,0.00151847
11,1158.29,1.27857,2.03669,1.04248,1.16682,0.65805,0.5395,0.57336,0.32533,0.62359,0.51909,0.54496,0.28108,1.2111,2.14027,1.08675,1.1986,0.00150197,0.00150197,0.00150197
12,1262.13,1.23847,1.95609,0.99117,1.15248,0.8261,0.53471,0.61568,0.34827,0.82354,0.53292,0.60642,0.31539,1.21517,2.00012,1.03242,1.17707,0.00148546,0.00148546,0.00148546
13,1366.19,1.28857,1.98953,1.0209,1.16271,0.77013,0.59252,0.63866,0.33674,0.75504,0.58112,0.62493,0.31426,1.24475,2.03045,1.06678,1.20198,0.00146896,0.00146896,0.00146896
14,1470.07,1.2388,1.92128,0.96496,1.17349,0.79735,0.56134,0.63374,0.34499,0.7905,0.55597,0.62461,0.30748,1.25331,2.11897,1.03368,1.18688,0.00145246,0.00145246,0.00145246
15,1574.04,1.22316,1.85023,0.95938,1.14205,0.75216,0.61437,0.64465,0.35529,0.72209,0.59375,0.59657,0.31071,1.22401,2.06274,0.97486,1.17681,0.00143595,0.00143595,0.00143595
16,1678.04,1.25017,1.92947,0.95225,1.15228,0.86233,0.60703,0.68832,0.39351,0.84154,0.59382,0.65197,0.34872,1.18721,1.91856,0.86785,1.14921,0.00141945,0.00141945,0.00141945
17,1782.25,1.1969,1.8724,0.92723,1.13129,0.80859,0.601,0.66328,0.37266,0.77048,0.58416,0.62379,0.31993,1.2103,2.04288,0.97264,1.17246,0.00140295,0.00140295,0.00140295
18,1885.98,1.1776,1.85377,0.92511,1.12669,0.85062,0.56842,0.66608,0.38681,0.83268,0.55762,0.64669,0.3338,1.12748,1.94486,0.93481,1.14261,0.00138644,0.00138644,0.00138644
19,1989.76,1.16392,1.75315,0.86419,1.12723,0.77184,0.58769,0.67141,0.36954,0.7764,0.56363,0.64635,0.3269,1.17488,1.88908,0.92772,1.16147,0.00136994,0.00136994,0.00136994
20,2093.37,1.15361,1.87662,0.86536,1.1033,0.83475,0.61326,0.70036,0.41817,0.84725,0.60975,0.68681,0.36714,1.13661,1.91985,0.81378,1.12707,0.00135344,0.00135344,0.00135344
21,2197.21,1.18214,1.84652,0.85214,1.11919,0.80596,0.6276,0.7214,0.41303,0.79738,0.63957,0.70497,0.36642,1.15705,1.93342,0.82135,1.14196,0.00133693,0.00133693,0.00133693
22,2300.78,1.15244,1.76234,0.84939,1.11857,0.81982,0.62091,0.68706,0.39775,0.79463,0.60324,0.66183,0.35542,1.1039,1.88115,0.81938,1.12681,0.00132043,0.00132043,0.00132043
23,2404.29,1.17076,1.81243,0.84324,1.10754,0.85418,0.62812,0.7197,0.40783,0.83024,0.61313,0.6925,0.35999,1.12463,1.88929,0.8685,1.12991,0.00130393,0.00130393,0.00130393
24,2507.71,1.11987,1.72108,0.79949,1.10093,0.863,0.62298,0.71335,0.41703,0.85944,0.59392,0.67811,0.36396,1.10674,1.95893,0.81413,1.11988,0.00128742,0.00128742,0.00128742
25,2611.41,1.14072,1.75098,0.81289,1.09932,0.78294,0.67347,0.72335,0.42737,0.78804,0.65145,0.70873,0.36051,1.12026,1.88046,0.76456,1.11978,0.00127092,0.00127092,0.00127092
