epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.1699,0.00806,0.01335,7.51689,1.0694,0.49698,0.25873,0.27336,0.16785,0.49541,0.25403,0.26497,0.13539,0.01026,0.02232,8.61594,1.41021,0.000331427,0.000331427,0.000331427
2,171.497,0.01015,0.01642,7.00671,1.23598,0.01389,0.31317,0.01157,0.00671,0.01361,0.30694,0.01084,0.00537,0.00993,0.02203,166.7,1.35292,0.000651664,0.000651664,0.000651664
3,253.292,0.01069,0.01758,6.70695,1.25614,0.35893,0.29122,0.18171,0.08987,0.3891,0.30202,0.19061,0.0712,0.01155,0.01966,21.9252,1.49458,0.000958697,0.000958697,0.000958697
4,334.853,0.01077,0.01819,6.53995,1.27147,0.60364,0.41111,0.41623,0.23589,0.59444,0.3796,0.39193,0.18726,0.01003,0.01816,7.79111,1.35186,0.00125253,0.00125253,0.00125253
5,416.306,0.01088,0.01754,6.39728,1.28713,0.41311,0.32711,0.3183,0.18162,0.41245,0.32622,0.31423,0.15367,0.00976,0.01887,9.42542,1.35353,0.00153316,0.00153316,0.00153316
6,497.101,0.01133,0.0181,6.84858,1.29418,0.69916,0.21817,0.24133,0.11652,0.69358,0.21461,0.21943,0.09562,0.01174,0.02151,7.91528,1.48275,0.00150197,0.00150197,0.00150197
7,577.91,0.01059,0.01734,6.19985,1.2164,0.58675,0.41754,0.42114,0.25163,0.51173,0.39387,0.38054,0.20702,0.00883,0.01706,6.10968,1.25273,0.00146896,0.00146896,0.00146896
8,659.248,0.00985,0.01627,5.58291,1.20976,0.4368,0.43725,0.40972,0.24942,0.44069,0.4353,0.41322,0.20104,0.00933,0.01703,6.59105,1.28896,0.00143595,0.00143595,0.00143595
9,740.311,0.00987,0.01639,5.76971,1.21006,0.65346,0.49526,0.51228,0.28688,0.60505,0.51275,0.49425,0.2301,0.00915,0.01635,6.02756,1.27556,0.00140295,0.00140295,0.00140295
10,821.716,0.01001,0.01604,5.20279,1.21028,0.85694,0.33107,0.39094,0.22567,0.854,0.31865,0.37409,0.18037,0.00992,0.01635,7.26014,1.31613,0.00136994,0.00136994,0.00136994
11,902.494,0.00965,0.016,5.38764,1.19317,0.5196,0.43191,0.41767,0.248,0.51059,0.42124,0.4074,0.20238,0.00904,0.0168,5.9328,1.28198,0.00133693,0.00133693,0.00133693
12,983.501,0.00944,0.0157,5.14496,1.17389,0.57081,0.47905,0.49294,0.293,0.54189,0.45381,0.47737,0.23414,0.00863,0.01572,5.25695,1.21964,0.00130393,0.00130393,0.00130393
13,1064.52,0.00897,0.0147,4.71096,1.1445,0.80993,0.55145,0.61674,0.33291,0.76407,0.52207,0.54984,0.27197,0.00895,0.01472,4.62044,1.24609,0.00127092,0.00127092,0.00127092
14,1145.68,0.00924,0.01552,4.98001,1.13879,0.84572,0.54968,0.61169,0.34773,0.84866,0.55495,0.61028,0.29291,0.00811,0.01468,4.24804,1.17427,0.00123791,0.00123791,0.00123791
15,1227.27,0.00893,0.01472,4.59576,1.12429,0.71714,0.53212,0.58134,0.33355,0.68176,0.50492,0.53923,0.26511,0.00857,0.01485,4.65603,1.21227,0.00120491,0.00120491,0.00120491
16,1308.12,0.0091,0.01499,4.74139,1.14803,0.81252,0.5708,0.61182,0.3577,0.79555,0.55941,0.59464,0.28731,0.00785,0.01422,4.39161,1.16845,0.0011719,0.0011719,0.0011719
17,1389.39,0.00872,0.0143,4.29355,1.12051,0.72378,0.52733,0.56653,0.34498,0.72992,0.52182,0.55268,0.28937,0.00796,0.01429,4.23524,1.16146,0.00113889,0.00113889,0.00113889
18,1470.19,0.00875,0.01441,4.42141,1.1306,0.68931,0.5909,0.60728,0.36106,0.68148,0.58378,0.59828,0.30244,0.00803,0.01428,4.66722,1.18237,0.00110589,0.00110589,0.00110589
19,1551.48,0.00897,0.01447,4.4765,1.11659,0.84755,0.55784,0.62985,0.36642,0.83644,0.55,0.62349,0.31283,0.00798,0.01397,4.22196,1.17982,0.00107288,0.00107288,0.00107288
20,1633.38,0.00879,0.01455,4.37483,1.11875,0.76125,0.63411,0.67542,0.385,0.74969,0.62166,0.66427,0.3181,0.00798,0.01375,4.29873,1.16008,0.00103987,0.00103987,0.00103987
21,1715.02,0.00872,0.01421,4.21956,1.11516,0.81235,0.54372,0.62101,0.35299,0.75798,0.54245,0.59594,0.30045,0.00788,0.01388,4.23326,1.16368,0.00100687,0.00100687,0.00100687
22,1795.87,0.00845,0.01347,4.09351,1.11353,0.76662,0.57488,0.63865,0.38267,0.77028,0.56243,0.6159,0.30422,0.00783,0.01416,4.34817,1.15842,0.000973861,0.000973861,0.000973861
23,1876.62,0.00875,0.01424,4.23385,1.11675,0.72533,0.5519,0.62208,0.37349,0.68152,0.56212,0.59946,0.32762,0.00797,0.01478,4.59661,1.15306,0.000940855,0.000940855,0.000940855
24,1957.45,0.00879,0.01422,4.20408,1.1112,0.75078,0.53971,0.62399,0.37396,0.72173,0.5134,0.59236,0.29927,0.00787,0.01403,5.00885,1.15657,0.000907848,0.000907848,0.000907848
25,2038.18,0.00832,0.01334,3.82879,1.08183,0.85852,0.62314,0.69286,0.4259,0.85022,0.61583,0.68809,0.37035,0.0077,0.01309,3.63366,1.13505,0.000874842,0.000874842,0.000874842
26,2119.62,0.00822,0.01351,3.79754,1.08597,0.84321,0.59046,0.65616,0.39828,0.83782,0.57648,0.6413,0.33781,0.00781,0.01331,4.20524,1.1494,0.000841835,0.000841835,0.000841835
27,2200.36,0.00831,0.01342,3.95607,1.10719,0.84506,0.6315,0.68912,0.42238,0.8258,0.60693,0.66318,0.35549,0.00767,0.01333,3.75525,1.15259,0.000808828,0.000808828,0.000808828
