epoch,train_loss,train_iou,val_loss,val_iou
1,0.5280472487211227,0.5042979268958182,0.5500673428177834,0.49720945852649195
2,0.4961158111691475,0.5305954568162969,0.53680669516325,0.4980117849239505
3,0.5001209080219269,0.5266395117781352,0.5325585380196571,0.49897685465741237
4,0.4912231106843267,0.5326519672517445,0.5305748879909515,0.5029726520096685
5,0.4823514659489904,0.5402561062695325,0.5283954367041588,0.5062217411689065
6,0.4718046539596149,0.5436094203414904,0.5283935889601707,0.5115408504312272
7,0.46108213492802214,0.5507881602424783,0.5247690416872501,0.5069044695205239
8,0.4478383883833885,0.5600134074703782,0.5201897993683815,0.5154767697101788
9,0.43097258678504397,0.5713123992430919,0.5279856361448765,0.5062728864843451
10,0.4585265442728996,0.5506775135756495,0.5270930528640747,0.505303527117879
11,0.4189894252589771,0.5787715120057876,0.5235672406852245,0.5094212751255172
12,0.40205731242895126,0.5896366535407449,0.5325650200247765,0.5039937369764733
13,0.4224914940340178,0.5759987649683183,0.5309448391199112,0.5117839607583781
14,0.41165356444461004,0.5899026667232367,0.538417387753725,0.4988755439803593
15,0.41395495406218935,0.57985442757428,0.532054603099823,0.5034104864527378
16,0.3797858250992639,0.608610982632657,0.5315441079437733,0.5041830782291398
17,0.38091347153697697,0.6036078767428733,0.5350613221526146,0.49970603566754207
18,0.3689772699560438,0.6124967747121676,0.5334938801825047,0.5012354767121443
19,0.3544324093631336,0.6256322344840265,0.5355338305234909,0.5009672110294263
20,0.3854058193308966,0.601816966760723,0.5353559516370296,0.5003612915340111
21,0.35559033921786715,0.6251907263373023,0.5343148559331894,0.5003884818665655
22,0.3531577619058745,0.625919456478097,0.5353531315922737,0.5001954532919626
23,0.3782502774681364,0.6091142899587678,0.5337454713881016,0.5007421768348791
24,0.4110059929745538,0.5847345526955319,0.5293510295450687,0.505550469700642
25,0.35484324927840916,0.6240078392272139,0.5315696895122528,0.502990118255924
26,0.3650363465504987,0.6169052815799411,0.5322423502802849,0.5022667106066949
27,0.37122124965701786,0.6121510963347019,0.5330689325928688,0.5023451249676382
28,0.35182684872831615,0.6250356648927428,0.5323941670358181,0.5029162519902718
29,0.3519446131374155,0.6261010567806977,0.5339733883738518,0.5015615524502631
30,0.3805670269898006,0.6056863956363804,0.532025370746851,0.5029724631584512
31,0.3893376610108784,0.6023110851987902,0.5302771367132664,0.5046469186402082
32,0.3504797065896647,0.6272390011000887,0.5330572463572025,0.5018847720659527
33,0.36215090432337355,0.616653263879023,0.5351914167404175,0.5004117948042734
34,0.34903462869780405,0.6270935882849288,0.5366184487938881,0.4988305550765242
35,0.3447025844029018,0.6344682563900444,0.5368096865713596,0.49882684054495585
36,0.3652391976543835,0.6182001244055215,0.5355893149971962,0.49972727424071683
37,0.35699709398405893,0.6246552799754062,0.533658217638731,0.5006900869654277
38,0.37852697340505465,0.6051134468807932,0.5342748686671257,0.5014902364272988
39,0.36968573768224033,0.614174080279807,0.5327802300453186,0.5026618030215211
40,0.3603950621826308,0.6189861998344642,0.534048542380333,0.5019952034293075
41,0.3495205683367593,0.6280987517593306,0.5344589501619339,0.5010040410529201
42,0.3843558941568647,0.6018309151643325,0.5347724556922913,0.5001061787579192
43,0.3595429137349129,0.6205441725074782,0.534768708050251,0.4999567274533686
44,0.3562673202582768,0.6226480089272642,0.5347547940909863,0.5002415666177723
45,0.37741031710590633,0.6081093082740919,0.5321571826934814,0.5020032381489311
46,0.3526977556092398,0.623671174530996,0.5356238260865211,0.4999448776805552
47,0.3414554329855101,0.6364256011669641,0.534310769289732,0.5003886136637516
48,0.3527036261345659,0.6267418045331626,0.532365620136261,0.5025412910861695
49,0.37772287002631594,0.6067076570488107,0.5329393669962883,0.502269449055717
50,0.3546660632959434,0.6218424603269314,0.5342261604964733,0.5003226407311401
