epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2606.51,1.04747,0.60225,1.03834,0.85659,0.64754,0.71038,0.433,1.01,0.61611,1.06506,0.000990365,0.000990365,0.000990365
43,2668.31,1.04622,0.59614,1.05476,0.8745,0.63747,0.72096,0.45392,1.0411,0.62617,1.07275,0.000973861,0.000973861,0.000973861
44,2730.48,1.00455,0.57432,1.03508,0.82073,0.62305,0.71284,0.44939,1.00636,0.60096,1.0519,0.000957358,0.000957358,0.000957358
45,2792.28,1.02523,0.59292,1.04737,0.83406,0.64007,0.71959,0.43924,1.0381,0.61535,1.08016,0.000940855,0.000940855,0.000940855
46,2854.22,1.06912,0.60306,1.05002,0.84305,0.6693,0.72934,0.44991,1.01902,0.61791,1.06559,0.000924352,0.000924352,0.000924352
47,2916.11,1.02915,0.58922,1.04219,0.85075,0.65694,0.72074,0.4353,1.0284,0.62817,1.0707,0.000907848,0.000907848,0.000907848
48,2978.04,1.00336,0.57578,1.03244,0.86168,0.62188,0.70914,0.43772,1.03044,0.62135,1.0568,0.000891345,0.000891345,0.000891345
49,3039.9,1.0407,0.58851,1.06146,0.86246,0.69018,0.74724,0.45702,1.00243,0.6275,1.05655,0.000874842,0.000874842,0.000874842
50,3102.05,0.97232,0.56147,1.02788,0.91154,0.63273,0.72445,0.44593,1.01928,0.60307,1.06024,0.000858338,0.000858338,0.000858338
51,3163.94,1.01193,0.57993,1.03917,0.86542,0.65748,0.73294,0.44354,1.05482,0.60237,1.07886,0.000841835,0.000841835,0.000841835
52,3225.81,0.94786,0.53219,1.02101,0.85342,0.65037,0.73049,0.44836,1.04409,0.59976,1.07512,0.000825332,0.000825332,0.000825332
53,3287.68,1.00067,0.57415,1.03417,0.77516,0.63562,0.70809,0.42414,1.03773,0.63331,1.06726,0.000808828,0.000808828,0.000808828
54,3349.48,0.94955,0.54588,1.02595,0.85259,0.67174,0.72306,0.44248,1.05054,0.60667,1.082,0.000792325,0.000792325,0.000792325
55,3411.29,1.0119,0.56868,1.03861,0.84856,0.65,0.74435,0.46765,1.01429,0.60847,1.05758,0.000775822,0.000775822,0.000775822
56,3473.39,0.95841,0.54203,1.00917,0.87404,0.66205,0.73193,0.44884,1.03641,0.58027,1.06582,0.000759318,0.000759318,0.000759318
57,3535.18,0.96501,0.53302,1.02593,0.94401,0.61219,0.71844,0.44449,1.02108,0.61982,1.06233,0.000742815,0.000742815,0.000742815
58,3597,0.97941,0.5321,1.02602,0.89752,0.64952,0.73033,0.45249,1.02983,0.61002,1.06407,0.000726312,0.000726312,0.000726312
59,3658.85,0.95172,0.52388,1.01644,0.88921,0.66337,0.73747,0.45392,1.0135,0.58167,1.05938,0.000709809,0.000709809,0.000709809
60,3720.79,0.94885,0.52915,1.02583,0.79812,0.64454,0.68102,0.41712,1.02865,0.6152,1.06882,0.000693305,0.000693305,0.000693305
61,3782.61,0.95565,0.53387,1.01799,0.86565,0.66914,0.73943,0.46206,1.01479,0.57144,1.0577,0.000676802,0.000676802,0.000676802
62,3844.51,0.90772,0.50885,0.99912,0.89116,0.61762,0.70504,0.4356,1.01585,0.60317,1.07505,0.000660299,0.000660299,0.000660299
63,3906.28,0.9499,0.52018,1.00639,0.84731,0.6394,0.72783,0.45182,1.01006,0.59665,1.0506,0.000643795,0.000643795,0.000643795
64,3968.11,0.93975,0.51004,1.01251,0.83911,0.66911,0.73622,0.46149,1.01462,0.57299,1.06488,0.000627292,0.000627292,0.000627292
65,4029.92,0.92911,0.51539,1.00242,0.88318,0.64031,0.73423,0.4534,1.02621,0.58285,1.06978,0.000610789,0.000610789,0.000610789
66,4091.8,0.93224,0.51446,1.00221,0.87865,0.63558,0.72054,0.45052,1.00098,0.56734,1.0534,0.000594286,0.000594286,0.000594286
67,4153.61,0.92748,0.51124,1.00177,0.88075,0.64596,0.75149,0.46005,1.00519,0.568,1.05512,0.000577782,0.000577782,0.000577782
68,4215.46,0.91089,0.49981,0.9912,0.86301,0.62644,0.71391,0.44465,1.01933,0.59233,1.0696,0.000561279,0.000561279,0.000561279
69,4277.3,0.92759,0.50217,0.98973,0.86487,0.66492,0.74078,0.46254,1.00879,0.59026,1.05807,0.000544776,0.000544776,0.000544776
70,4339.16,0.88353,0.48358,0.98381,0.90858,0.63344,0.73125,0.45898,1.00275,0.57438,1.05832,0.000528272,0.000528272,0.000528272
71,4401.11,0.90286,0.49431,0.98267,0.81462,0.68427,0.7313,0.45217,1.00735,0.58814,1.05575,0.000511769,0.000511769,0.000511769
72,4462.92,0.90474,0.4982,0.99226,0.88828,0.6391,0.73446,0.45598,1.00553,0.61067,1.05479,0.000495266,0.000495266,0.000495266
73,4524.81,0.89767,0.48505,0.97899,0.89485,0.63275,0.7162,0.45247,1.02233,0.58315,1.06947,0.000478762,0.000478762,0.000478762
74,4586.77,0.86363,0.46303,0.98381,0.86588,0.66833,0.74606,0.46244,1.01398,0.58844,1.06562,0.000462259,0.000462259,0.000462259
75,4648.55,0.867,0.47189,0.98411,0.85789,0.65213,0.73892,0.45289,0.99999,0.54651,1.05709,0.000445756,0.000445756,0.000445756
