epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.1907,1.28547,1.53946,1.1802,0.39461,0.40632,0.36603,0.2287,1.3771,4.98747,1.35946,0.000550425,0.000550425,0.000550425
2,144.91,1.44399,1.33808,1.27212,0.07846,0.3664,0.03958,0.01622,1.72408,inf,1.8368,0.00109514,0.00109514,0.00109514
3,213.908,1.5037,1.3302,1.31671,0.34686,0.22979,0.24803,0.16241,1.51191,2.20519,1.41011,0.00162886,0.00162886,0.00162886
4,282.902,1.45083,1.24658,1.27412,0.49379,0.38624,0.38944,0.23013,1.36547,2.18992,1.30908,0.00161749,0.00161749,0.00161749
5,352.195,1.42958,1.22755,1.26153,0.24578,0.23451,0.19841,0.13596,1.30781,1.85371,1.25407,0.00160099,0.00160099,0.00160099
6,421.126,1.35228,1.09491,1.20402,0.54881,0.29594,0.28151,0.16116,1.41238,1.53333,1.28423,0.00158448,0.00158448,0.00158448
7,490.053,1.38487,1.08647,1.22879,0.90358,0.29687,0.47777,0.28086,1.31099,1.49011,1.24813,0.00156798,0.00156798,0.00156798
8,559.41,1.35222,1.0533,1.21404,0.71516,0.56964,0.61176,0.3679,1.17756,1.31461,1.17468,0.00155148,0.00155148,0.00155148
9,628.714,1.3049,0.99784,1.18811,0.58619,0.55948,0.57,0.34794,1.17921,0.94481,1.16986,0.00153497,0.00153497,0.00153497
10,697.632,1.32406,1.01175,1.20679,0.81493,0.52685,0.60586,0.36351,1.20618,0.97131,1.17302,0.00151847,0.00151847,0.00151847
11,766.53,1.2811,0.95236,1.17272,0.74548,0.55133,0.61781,0.38228,1.12245,0.89093,1.12789,0.00150197,0.00150197,0.00150197
12,835.99,1.25103,0.94059,1.16719,0.78787,0.5335,0.60738,0.37707,1.11479,1.05868,1.12548,0.00148546,0.00148546,0.00148546
13,905.106,1.26864,0.94943,1.15649,0.81193,0.56789,0.61354,0.36685,1.13358,0.91081,1.14381,0.00146896,0.00146896,0.00146896
14,973.964,1.22842,0.91784,1.16186,0.82274,0.57792,0.63027,0.37823,1.13256,0.79458,1.13643,0.00145246,0.00145246,0.00145246
15,1042.81,1.2745,0.8889,1.15038,0.75844,0.60645,0.65548,0.38488,1.1308,0.73467,1.13814,0.00143595,0.00143595,0.00143595
16,1112.21,1.18987,0.82627,1.12834,0.75831,0.61105,0.64847,0.40804,1.08508,0.7867,1.10715,0.00141945,0.00141945,0.00141945
17,1181.63,1.21018,0.85251,1.13836,0.83532,0.57601,0.64013,0.39387,1.07658,0.81935,1.10715,0.00140295,0.00140295,0.00140295
18,1250.68,1.18765,0.82794,1.12971,0.7627,0.56854,0.6276,0.38611,1.11085,0.78146,1.12232,0.00138644,0.00138644,0.00138644
19,1319.71,1.17496,0.78812,1.13453,0.85153,0.57122,0.66869,0.40786,1.0863,0.74294,1.10828,0.00136994,0.00136994,0.00136994
20,1389.07,1.19583,0.82655,1.13595,0.73717,0.60321,0.63904,0.39151,1.09879,0.75302,1.12377,0.00135344,0.00135344,0.00135344
21,1458.07,1.1571,0.7783,1.11635,0.83748,0.59824,0.67025,0.4027,1.07398,0.73927,1.10742,0.00133693,0.00133693,0.00133693
22,1527.15,1.14432,0.76206,1.10135,0.78645,0.61036,0.66614,0.42191,1.05473,0.72274,1.09731,0.00132043,0.00132043,0.00132043
23,1596.59,1.18039,0.77956,1.12104,0.8062,0.56557,0.63624,0.3869,1.14514,0.84821,1.12705,0.00130393,0.00130393,0.00130393
24,1665.67,1.14258,0.71236,1.10911,0.86843,0.57319,0.66347,0.40005,1.05902,0.73529,1.10149,0.00128742,0.00128742,0.00128742
25,1734.56,1.12879,0.74639,1.10675,0.82809,0.60371,0.67276,0.40118,1.09815,0.74454,1.10206,0.00127092,0.00127092,0.00127092
26,1803.45,1.13153,0.73414,1.12289,0.85911,0.59872,0.6847,0.42489,1.07287,0.70619,1.09789,0.00125442,0.00125442,0.00125442
27,1872.66,1.12736,0.72233,1.10328,0.89591,0.59021,0.6774,0.41805,1.08475,0.72098,1.10387,0.00123791,0.00123791,0.00123791
28,1941.49,1.10842,0.68296,1.09135,0.88343,0.5843,0.67279,0.41766,1.08755,0.66127,1.09435,0.00122141,0.00122141,0.00122141
29,2010.29,1.10805,0.68877,1.08413,0.88703,0.60493,0.69323,0.41947,1.07421,0.69149,1.11031,0.00120491,0.00120491,0.00120491
30,2079.2,1.0885,0.69311,1.08541,0.84805,0.59069,0.67086,0.42423,1.03854,0.66228,1.08812,0.0011884,0.0011884,0.0011884
31,2148.06,1.07891,0.67329,1.08571,0.84964,0.59499,0.70486,0.43116,1.032,0.69874,1.08436,0.0011719,0.0011719,0.0011719
32,2217.55,1.09468,0.68337,1.0821,0.91374,0.63184,0.70857,0.42391,1.06584,0.64344,1.09454,0.0011554,0.0011554,0.0011554
33,2286.47,1.07424,0.67569,1.08939,0.8562,0.61007,0.71088,0.42728,1.0325,0.67691,1.09169,0.00113889,0.00113889,0.00113889
34,2355.44,1.0668,0.64825,1.07802,0.92011,0.61074,0.69327,0.4343,1.04455,0.63826,1.09563,0.00112239,0.00112239,0.00112239
35,2424.82,1.08701,0.66497,1.06098,0.82334,0.62231,0.69471,0.42362,1.06029,0.67585,1.09817,0.00110589,0.00110589,0.00110589
