epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.7026,0.00826,0.01428,5.90198,1.0976,0.39819,0.42757,0.27665,0.11856,0.41722,0.44301,0.29229,0.11883,0.00939,0.01769,31.096,1.28418,0.000331427,0.000331427,0.000331427
2,172.521,0.01032,0.01777,5.49422,1.24754,0.49763,0.37413,0.31526,0.13928,0.48915,0.34389,0.29431,0.1225,0.01102,0.01858,10.2569,1.36228,0.000651664,0.000651664,0.000651664
3,254.504,0.01052,0.0181,5.53062,1.24586,0.50771,0.24581,0.22295,0.09679,0.48631,0.22506,0.20162,0.07119,0.01529,0.03028,10.8646,1.91303,0.000958697,0.000958697,0.000958697
4,336.434,0.01022,0.01743,5.28755,1.24903,0.75316,0.45094,0.52817,0.26604,0.72021,0.48069,0.52138,0.23805,0.00928,0.01628,5.55042,1.27592,0.00125253,0.00125253,0.00125253
5,418.311,0.01052,0.01756,5.35027,1.27709,0.6506,0.37321,0.43437,0.22657,0.72479,0.35291,0.40577,0.17344,0.00977,0.01837,5.0903,1.3124,0.00153316,0.00153316,0.00153316
6,499.59,0.01031,0.01762,5.42311,1.25171,0.66762,0.48227,0.53278,0.26706,0.67376,0.46631,0.51976,0.22975,0.00884,0.01533,4.386,1.22315,0.00150197,0.00150197,0.00150197
7,580.854,0.01011,0.01749,5.24093,1.23685,0.79231,0.43122,0.53966,0.2546,0.84768,0.40225,0.49444,0.21426,0.00942,0.01629,4.96624,1.24987,0.00146896,0.00146896,0.00146896
8,662.355,0.00968,0.01691,4.66258,1.20359,0.80833,0.56505,0.64283,0.32726,0.80497,0.5607,0.62354,0.27449,0.00808,0.01501,3.7954,1.16224,0.00143595,0.00143595,0.00143595
9,744.063,0.00961,0.01671,4.51802,1.18691,0.61085,0.34225,0.38733,0.2009,0.56405,0.33474,0.35876,0.16666,0.00857,0.01518,4.72029,1.18224,0.00140295,0.00140295,0.00140295
10,825.312,0.00958,0.01622,4.40234,1.18634,0.74072,0.46566,0.50838,0.25734,0.73078,0.45726,0.49027,0.20443,0.00872,0.01547,4.33051,1.19515,0.00136994,0.00136994,0.00136994
11,906.832,0.00966,0.01688,4.41922,1.18773,0.70747,0.42111,0.53621,0.28251,0.62627,0.46009,0.5231,0.24456,0.00842,0.01454,4.68496,1.15797,0.00133693,0.00133693,0.00133693
12,988.424,0.00924,0.01601,4.29109,1.15316,0.82893,0.47431,0.58689,0.29607,0.84,0.46967,0.58447,0.26402,0.00812,0.01441,4.54316,1.14684,0.00130393,0.00130393,0.00130393
13,1069.98,0.00901,0.01586,4.10447,1.17476,0.69412,0.48654,0.55125,0.29198,0.6692,0.5162,0.55257,0.25547,0.00797,0.01414,4.07323,1.1323,0.00127092,0.00127092,0.00127092
14,1151.21,0.00889,0.0152,3.92439,1.13905,0.70727,0.42389,0.47396,0.26762,0.68533,0.44345,0.47481,0.23143,0.00832,0.01473,3.81604,1.15865,0.00123791,0.00123791,0.00123791
15,1232.43,0.00889,0.0154,4.02732,1.1609,0.6672,0.58769,0.59487,0.29726,0.66485,0.58552,0.60219,0.26608,0.00803,0.01393,3.90269,1.14484,0.00120491,0.00120491,0.00120491
16,1313.82,0.00887,0.01537,3.91976,1.13632,0.70303,0.51174,0.57476,0.29255,0.62584,0.49467,0.52962,0.23046,0.00839,0.01445,3.6689,1.15336,0.0011719,0.0011719,0.0011719
17,1395.03,0.00899,0.01546,4.00752,1.14622,0.85508,0.55142,0.62093,0.33062,0.84482,0.54404,0.6073,0.28068,0.00783,0.01373,3.40954,1.12004,0.00113889,0.00113889,0.00113889
18,1476.75,0.0086,0.01467,3.83665,1.13421,0.78196,0.5644,0.60271,0.31003,0.74473,0.53789,0.54439,0.24549,0.00804,0.01384,3.43542,1.13201,0.00110589,0.00110589,0.00110589
19,1557.94,0.00843,0.01437,3.67073,1.13909,0.73099,0.58339,0.62062,0.32652,0.75545,0.5329,0.58967,0.2722,0.00799,0.01346,3.23822,1.12309,0.00107288,0.00107288,0.00107288
20,1639.16,0.00858,0.01454,3.66456,1.12184,0.76225,0.53471,0.61567,0.34133,0.73671,0.53598,0.61126,0.28422,0.00766,0.01344,3.03348,1.09941,0.00103987,0.00103987,0.00103987
21,1720.84,0.00842,0.01433,3.61409,1.12215,0.744,0.58535,0.65089,0.3566,0.7325,0.58408,0.64747,0.30666,0.00765,0.0134,3.51957,1.10081,0.00100687,0.00100687,0.00100687
22,1802.43,0.00836,0.01414,3.47104,1.10958,0.80059,0.5835,0.64759,0.34086,0.77989,0.56871,0.6114,0.28921,0.00761,0.01327,3.41536,1.09152,0.000973861,0.000973861,0.000973861
23,1883.61,0.00829,0.01419,3.56615,1.10812,0.81073,0.61155,0.68593,0.36099,0.85343,0.56521,0.67068,0.29878,0.00766,0.01323,3.15473,1.10182,0.000940855,0.000940855,0.000940855
24,1965.37,0.00811,0.0136,3.38685,1.09386,0.80597,0.60008,0.69227,0.3766,0.79916,0.59306,0.67356,0.32582,0.00772,0.0132,3.04421,1.10201,0.000907848,0.000907848,0.000907848
25,2047.27,0.00811,0.0138,3.34888,1.09448,0.79987,0.58658,0.65705,0.34954,0.83459,0.56264,0.64599,0.29527,0.00774,0.01351,3.06368,1.10677,0.000874842,0.000874842,0.000874842
26,2128.65,0.00835,0.01413,3.49236,1.11096,0.73679,0.61053,0.68843,0.37012,0.75514,0.55536,0.66165,0.29994,0.00721,0.01296,3.22409,1.0765,0.000841835,0.000841835,0.000841835
27,2210.03,0.00818,0.01404,3.3848,1.0893,0.86966,0.55562,0.66164,0.35031,0.7438,0.60069,0.63392,0.29335,0.00758,0.01346,2.94592,1.0901,0.000808828,0.000808828,0.000808828
28,2291.4,0.00802,0.01368,3.19223,1.07705,0.75783,0.56919,0.64127,0.35723,0.77264,0.55852,0.64898,0.31582,0.00747,0.01322,2.90292,1.09656,0.000775822,0.000775822,0.000775822
29,2372.72,0.00802,0.01343,3.26171,1.08026,0.70649,0.59687,0.66385,0.35376,0.67826,0.57223,0.6192,0.28735,0.0077,0.01313,3.08086,1.09786,0.000742815,0.000742815,0.000742815
30,2453.93,0.00813,0.01358,3.25096,1.08704,0.75163,0.56154,0.60003,0.33486,0.74502,0.55757,0.58276,0.28311,0.00746,0.01275,3.00231,1.0767,0.000709809,0.000709809,0.000709809
