epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,2175.36,1.06245,0.61279,1.07495,0.871,0.65297,0.77393,0.46089,1.06509,0.67585,1.08543,0.00110589,0.00110589,0.00110589
36,2237.46,1.06717,0.6433,1.07354,0.88415,0.64103,0.75191,0.44182,1.0851,0.71178,1.09754,0.00108938,0.00108938,0.00108938
37,2299.21,1.06133,0.62857,1.08182,0.89242,0.67735,0.78108,0.45452,1.13149,0.68472,1.12401,0.00107288,0.00107288,0.00107288
38,2361.12,1.0761,0.6421,1.07234,0.87363,0.7072,0.79363,0.45954,1.0862,0.63929,1.1127,0.00105638,0.00105638,0.00105638
39,2423.12,1.01848,0.60173,1.05409,0.82416,0.7114,0.77687,0.45231,1.09008,0.63731,1.10938,0.00103987,0.00103987,0.00103987
40,2484.92,1.05795,0.58993,1.0679,0.81881,0.70285,0.77154,0.45933,1.07692,0.68396,1.10451,0.00102337,0.00102337,0.00102337
41,2546.93,1.04842,0.60975,1.06277,0.8444,0.65789,0.74539,0.44782,1.06015,0.68424,1.10304,0.00100687,0.00100687,0.00100687
42,2608.73,1.04883,0.61271,1.05851,0.85346,0.69652,0.77292,0.47124,1.06384,0.66116,1.09178,0.000990365,0.000990365,0.000990365
43,2670.88,1.03895,0.5968,1.04946,0.82489,0.70912,0.78079,0.44432,1.07679,0.64013,1.11232,0.000973861,0.000973861,0.000973861
44,2732.7,1.02272,0.59178,1.06092,0.86824,0.64574,0.75962,0.43906,1.06841,0.664,1.10011,0.000957358,0.000957358,0.000957358
45,2794.57,1.02536,0.59047,1.05547,0.85015,0.71041,0.79334,0.46582,1.075,0.63175,1.09978,0.000940855,0.000940855,0.000940855
46,2856.5,0.98316,0.55621,1.04535,0.9017,0.6668,0.78786,0.45663,1.0823,0.65498,1.09904,0.000924352,0.000924352,0.000924352
47,2918.52,0.99958,0.57305,1.04497,0.87121,0.68111,0.7777,0.45586,1.07751,0.62151,1.10922,0.000907848,0.000907848,0.000907848
48,2980.4,1.01517,0.56629,1.05315,0.87335,0.66277,0.76703,0.46659,1.05725,0.69054,1.08608,0.000891345,0.000891345,0.000891345
49,3042.34,0.98163,0.55238,1.03765,0.88772,0.69905,0.77536,0.46391,1.05656,0.65731,1.08563,0.000874842,0.000874842,0.000874842
50,3104.3,0.9959,0.54352,1.03376,0.80696,0.70712,0.7685,0.45361,1.05603,0.63421,1.09589,0.000858338,0.000858338,0.000858338
51,3166.26,0.97539,0.53798,1.03135,0.8713,0.69082,0.78428,0.4722,1.06534,0.64007,1.09319,0.000841835,0.000841835,0.000841835
52,3228.53,0.95549,0.53558,1.02808,0.8869,0.67661,0.76707,0.4585,1.07018,0.67051,1.08579,0.000825332,0.000825332,0.000825332
53,3290.45,0.98193,0.55266,1.0406,0.87707,0.69335,0.78645,0.48383,1.03058,0.59876,1.08472,0.000808828,0.000808828,0.000808828
54,3352.65,0.98051,0.54231,1.04469,0.88111,0.6532,0.75672,0.46719,1.04848,0.64659,1.08934,0.000792325,0.000792325,0.000792325
55,3414.56,0.98704,0.53543,1.04288,0.88271,0.65522,0.76276,0.45851,1.08953,0.66714,1.10548,0.000775822,0.000775822,0.000775822
56,3476.49,0.964,0.53356,1.02907,0.86487,0.68796,0.78081,0.47124,1.0492,0.63502,1.08802,0.000759318,0.000759318,0.000759318
57,3538.35,0.96094,0.5487,1.03538,0.87471,0.70152,0.8069,0.48945,1.06606,0.63319,1.08932,0.000742815,0.000742815,0.000742815
58,3600.58,0.95035,0.52428,1.02678,0.9221,0.68528,0.78322,0.46159,1.10773,0.61598,1.10267,0.000726312,0.000726312,0.000726312
59,3662.47,0.94896,0.51781,1.01658,0.86983,0.68786,0.77859,0.47711,1.06486,0.64965,1.09458,0.000709809,0.000709809,0.000709809
60,3724.42,0.94706,0.51068,1.0347,0.82065,0.72335,0.78383,0.4739,1.05283,0.63119,1.09584,0.000693305,0.000693305,0.000693305
61,3786.34,0.93365,0.50648,1.0123,0.87647,0.69616,0.7878,0.48903,1.05065,0.60165,1.08026,0.000676802,0.000676802,0.000676802
62,3848.17,0.9172,0.5026,1.01472,0.86852,0.68736,0.80166,0.48075,1.06233,0.62471,1.09891,0.000660299,0.000660299,0.000660299
63,3910.01,0.91702,0.50341,1.01943,0.88091,0.67446,0.78941,0.46454,1.06735,0.59155,1.10386,0.000643795,0.000643795,0.000643795
64,3971.93,0.90485,0.48723,1.0144,0.91131,0.67448,0.8009,0.46972,1.06526,0.61522,1.09276,0.000627292,0.000627292,0.000627292
65,4033.79,0.9105,0.49586,1.00339,0.83621,0.69487,0.77208,0.4559,1.0788,0.62495,1.10924,0.000610789,0.000610789,0.000610789
66,4095.69,0.9089,0.49072,1.00208,0.87233,0.71847,0.82391,0.49612,1.05067,0.59058,1.09449,0.000594286,0.000594286,0.000594286
67,4157.87,0.90699,0.49268,1.00335,0.85242,0.72867,0.80136,0.4826,1.03926,0.61099,1.08927,0.000577782,0.000577782,0.000577782
68,4219.7,0.90279,0.47735,1.00458,0.88077,0.7012,0.79377,0.47795,1.05994,0.61739,1.08964,0.000561279,0.000561279,0.000561279
69,4281.68,0.88531,0.47365,0.99109,0.90263,0.73416,0.80124,0.47755,1.04041,0.60276,1.08306,0.000544776,0.000544776,0.000544776
70,4343.64,0.87852,0.47496,0.99356,0.89245,0.67837,0.81433,0.48128,1.04406,0.59713,1.08764,0.000528272,0.000528272,0.000528272
71,4405.74,0.87414,0.47261,0.98576,0.89149,0.70314,0.81449,0.48872,1.0626,0.57278,1.09927,0.000511769,0.000511769,0.000511769
72,4467.58,0.87426,0.46411,0.98879,0.91018,0.68014,0.81632,0.48943,1.02549,0.58275,1.08165,0.000495266,0.000495266,0.000495266
73,4529.44,0.85589,0.45703,0.9879,0.83937,0.69285,0.78219,0.47022,1.03896,0.59151,1.09707,0.000478762,0.000478762,0.000478762
74,4591.32,0.85285,0.46035,0.98516,0.88261,0.69274,0.80311,0.4796,1.05985,0.6042,1.09665,0.000462259,0.000462259,0.000462259
75,4653.2,0.86824,0.46114,0.98681,0.91555,0.67689,0.79795,0.46489,1.04599,0.61681,1.09797,0.000445756,0.000445756,0.000445756
76,4715.19,0.89008,0.46827,0.97754,0.8839,0.71346,0.81499,0.48547,1.03143,0.57426,1.08565,0.000429253,0.000429253,0.000429253
77,4777.06,0.84178,0.4439,0.97586,0.89684,0.7022,0.81346,0.48367,1.02304,0.56926,1.08813,0.000412749,0.000412749,0.000412749
78,4838.96,0.85085,0.43873,0.97963,0.89759,0.7265,0.81712,0.48677,1.03921,0.57435,1.09571,0.000396246,0.000396246,0.000396246
79,4900.88,0.84688,0.4403,0.97406,0.93825,0.68203,0.81812,0.48392,1.03969,0.58291,1.10369,0.000379743,0.000379743,0.000379743
80,4962.78,0.84169,0.43581,0.97991,0.913,0.69159,0.81741,0.49046,1.05611,0.5879,1.11153,0.000363239,0.000363239,0.000363239
81,5024.61,0.82312,0.43366,0.96872,0.87339,0.75292,0.81624,0.4859,1.05833,0.5618,1.1118,0.000346736,0.000346736,0.000346736
82,5086.62,0.80051,0.42718,0.96118,0.83024,0.77341,0.82979,0.49556,1.05425,0.57561,1.10565,0.000330233,0.000330233,0.000330233
83,5148.65,0.81886,0.42666,0.96051,0.86809,0.79479,0.84221,0.50341,1.04965,0.54165,1.11047,0.000313729,0.000313729,0.000313729
84,5210.87,0.83641,0.43244,0.96746,0.85596,0.75924,0.83258,0.48901,1.04859,0.56276,1.104,0.000297226,0.000297226,0.000297226
85,5272.8,0.80962,0.42224,0.97324,0.94256,0.69676,0.82102,0.48584,1.05472,0.56266,1.11025,0.000280723,0.000280723,0.000280723
86,5334.76,0.81041,0.42711,0.9562,0.89674,0.71912,0.8245,0.49114,1.03801,0.5562,1.09792,0.00026422,0.00026422,0.00026422
87,5396.65,0.80499,0.41593,0.95016,0.85374,0.73747,0.82104,0.48708,1.04743,0.54981,1.10322,0.000247716,0.000247716,0.000247716
88,5458.55,0.79346,0.41053,0.9579,0.87651,0.74413,0.83733,0.50385,1.03558,0.54425,1.09116,0.000231213,0.000231213,0.000231213
89,5520.5,0.75811,0.39239,0.94482,0.86221,0.76476,0.83843,0.50588,1.03644,0.53684,1.09463,0.00021471,0.00021471,0.00021471
90,5582.72,0.78764,0.39827,0.94458,0.9496,0.70294,0.82345,0.48745,1.05644,0.5578,1.10994,0.000198206,0.000198206,0.000198206
91,5645.86,0.73344,0.36786,0.95609,0.87478,0.71003,0.81245,0.48582,1.0549,0.56835,1.11407,0.000181703,0.000181703,0.000181703
92,5707.83,0.72581,0.35806,0.94241,0.85382,0.74091,0.81176,0.49112,1.04425,0.56892,1.1027,0.0001652,0.0001652,0.0001652
93,5769.86,0.70883,0.35494,0.94109,0.88365,0.71325,0.81165,0.48775,1.04559,0.55392,1.10916,0.000148696,0.000148696,0.000148696
94,5832.03,0.7034,0.34467,0.93372,0.89839,0.7085,0.81026,0.48805,1.04126,0.55056,1.10885,0.000132193,0.000132193,0.000132193
95,5894.04,0.68886,0.34204,0.93111,0.84877,0.73937,0.81893,0.48757,1.04608,0.54832,1.10917,0.00011569,0.00011569,0.00011569
96,5956.08,0.69455,0.34016,0.92761,0.86064,0.74252,0.82826,0.49022,1.05078,0.55824,1.10993,9.91865e-05,9.91865e-05,9.91865e-05
97,6017.98,0.67963,0.33993,0.92083,0.90651,0.72687,0.82641,0.48918,1.04385,0.54366,1.10878,8.26832e-05,8.26832e-05,8.26832e-05
98,6079.98,0.68271,0.33566,0.93356,0.87826,0.73047,0.81315,0.4864,1.04005,0.55244,1.10685,6.61799e-05,6.61799e-05,6.61799e-05
99,6141.96,0.67871,0.33335,0.92602,0.88504,0.7245,0.81078,0.48496,1.03542,0.54639,1.10516,4.96766e-05,4.96766e-05,4.96766e-05
100,6203.96,0.68387,0.33059,0.92813,0.89254,0.72068,0.81093,0.48738,1.03499,0.5462,1.10569,3.31733e-05,3.31733e-05,3.31733e-05
