epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.2927,0.0078,0.01283,7.09221,1.0433,0.0322,0.31487,0.02069,0.01124,0.0305,0.29152,0.01768,0.00791,0.011,0.03187,256.815,1.49065,0.000331427,0.000331427,0.000331427
2,171.669,0.01005,0.01665,6.89295,1.21384,0.09808,0.19291,0.05739,0.03286,0.09424,0.18241,0.05339,0.02591,0.01037,0.02252,15.032,1.4912,0.000651664,0.000651664,0.000651664
3,253.914,0.01104,0.01732,6.97122,1.30519,0.0495,0.3026,0.0275,0.01638,0.04858,0.28187,0.02611,0.01267,0.01024,0.02197,54.1236,1.42133,0.000958697,0.000958697,0.000958697
4,335.241,0.01068,0.01789,6.74033,1.27119,0.6999,0.32549,0.37337,0.18163,0.64908,0.32468,0.35945,0.16668,0.01118,0.01967,8.0157,1.43607,0.00125253,0.00125253,0.00125253
5,417.071,0.01097,0.01789,7.11338,1.28991,0.7452,0.39563,0.43286,0.24573,0.74669,0.39165,0.43122,0.21456,0.00946,0.01909,6.52978,1.32311,0.00153316,0.00153316,0.00153316
6,498.454,0.01094,0.01768,6.52945,1.2633,0.62975,0.44918,0.4651,0.23965,0.58395,0.41544,0.40917,0.20602,0.00949,0.01884,5.55187,1.33921,0.00150197,0.00150197,0.00150197
7,579.51,0.01064,0.0174,6.27478,1.25075,0.11781,0.12664,0.04561,0.02643,0.11415,0.1227,0.04296,0.02096,0.0118,0.04743,20.2843,1.58604,0.00146896,0.00146896,0.00146896
8,660.44,0.01045,0.01686,6.01222,1.24609,0.66606,0.49876,0.50679,0.27118,0.61457,0.46058,0.46581,0.23358,0.00924,0.01804,5.64803,1.27659,0.00143595,0.00143595,0.00143595
9,741.98,0.01038,0.01637,5.62258,1.22393,0.55249,0.46326,0.48576,0.25004,0.5866,0.48229,0.48641,0.20705,0.00994,0.018,6.52617,1.30916,0.00140295,0.00140295,0.00140295
10,823.033,0.01025,0.01676,5.81386,1.21546,0.55243,0.45691,0.43242,0.22951,0.50864,0.45146,0.41198,0.2023,0.00952,0.01738,6.46608,1.30283,0.00136994,0.00136994,0.00136994
11,904.054,0.00979,0.01548,5.41701,1.20839,0.60778,0.45333,0.44689,0.26139,0.59511,0.45316,0.43297,0.21625,0.00884,0.01715,5.70042,1.23646,0.00133693,0.00133693,0.00133693
12,985.136,0.0098,0.01563,5.25619,1.20496,0.6068,0.48184,0.53661,0.29197,0.60084,0.46458,0.51367,0.25247,0.00859,0.01649,5.12554,1.21062,0.00130393,0.00130393,0.00130393
13,1066.41,0.00918,0.01473,4.83757,1.16011,0.63669,0.49568,0.51554,0.28483,0.64494,0.51704,0.5215,0.23842,0.00849,0.01627,5.10536,1.19751,0.00127092,0.00127092,0.00127092
14,1147.38,0.00967,0.01502,5.04421,1.16778,0.86934,0.4993,0.60941,0.34304,0.84401,0.48186,0.58069,0.27822,0.00858,0.01587,4.75945,1.19125,0.00123791,0.00123791,0.00123791
15,1228.81,0.00918,0.01477,4.89973,1.15594,0.67924,0.5069,0.54208,0.28498,0.68027,0.49706,0.5207,0.24589,0.00856,0.0163,4.82561,1.20497,0.00120491,0.00120491,0.00120491
16,1309.88,0.00903,0.01463,4.82623,1.1449,0.77435,0.52605,0.61925,0.35533,0.77483,0.52428,0.59324,0.28621,0.00817,0.01556,4.14669,1.16344,0.0011719,0.0011719,0.0011719
17,1391.22,0.00877,0.01404,4.47598,1.12628,0.72265,0.43544,0.51303,0.29755,0.71473,0.42953,0.48358,0.24393,0.0082,0.01636,4.41898,1.16668,0.00113889,0.00113889,0.00113889
18,1472.34,0.00881,0.01375,4.38013,1.12195,0.78511,0.51211,0.61041,0.34465,0.76215,0.49748,0.58413,0.28974,0.00815,0.01548,4.45943,1.17637,0.00110589,0.00110589,0.00110589
19,1553.28,0.0088,0.01375,4.38589,1.13522,0.80706,0.52868,0.62309,0.33104,0.80009,0.53549,0.60445,0.28626,0.00845,0.0159,4.53824,1.18497,0.00107288,0.00107288,0.00107288
20,1634.39,0.00843,0.01369,4.31372,1.11213,0.77588,0.53983,0.5938,0.32165,0.77984,0.52854,0.59133,0.2902,0.00811,0.01514,4.41539,1.15068,0.00103987,0.00103987,0.00103987
21,1715.42,0.00831,0.01322,4.15073,1.09516,0.79326,0.53203,0.62774,0.33981,0.7697,0.51694,0.60785,0.28586,0.00841,0.01525,3.86157,1.17228,0.00100687,0.00100687,0.00100687
22,1796.44,0.00871,0.01365,4.15358,1.11651,0.64985,0.57388,0.61301,0.34148,0.65272,0.55118,0.59046,0.2905,0.00802,0.01526,3.99101,1.16363,0.000973861,0.000973861,0.000973861
23,1877.55,0.00826,0.01296,4.13126,1.1111,0.81454,0.47836,0.60519,0.33783,0.789,0.48005,0.57849,0.28793,0.00802,0.01536,4.34673,1.14465,0.000940855,0.000940855,0.000940855
24,1958.36,0.00854,0.01373,3.92942,1.0978,0.78952,0.52363,0.61154,0.32764,0.78545,0.52034,0.59064,0.28819,0.00818,0.01451,4.00884,1.16169,0.000907848,0.000907848,0.000907848
25,2039.25,0.00824,0.01265,3.81734,1.07729,0.67423,0.56076,0.62196,0.34597,0.68149,0.54075,0.59669,0.29813,0.00802,0.0145,3.99519,1.15745,0.000874842,0.000874842,0.000874842
26,2120.47,0.00816,0.01256,3.92509,1.08853,0.7291,0.52631,0.59623,0.32177,0.70876,0.51168,0.56254,0.27527,0.00825,0.01503,4.2424,1.16915,0.000841835,0.000841835,0.000841835
27,2201.53,0.0082,0.01292,3.82931,1.07682,0.76087,0.62013,0.69335,0.3813,0.74052,0.60091,0.65679,0.32715,0.00816,0.01386,4.05405,1.14616,0.000808828,0.000808828,0.000808828
28,2282.91,0.00812,0.0124,3.79091,1.08946,0.75254,0.64414,0.70058,0.36732,0.76646,0.59617,0.66899,0.31368,0.00751,0.01418,3.89381,1.11155,0.000775822,0.000775822,0.000775822
29,2363.78,0.00795,0.01227,3.73214,1.08803,0.78548,0.55911,0.67811,0.3768,0.78372,0.53602,0.64536,0.32038,0.00792,0.01469,4.0874,1.13786,0.000742815,0.000742815,0.000742815
30,2444.69,0.00826,0.01263,3.83647,1.0938,0.8802,0.52953,0.66812,0.37661,0.88003,0.52887,0.64929,0.32611,0.00796,0.01472,3.67428,1.15913,0.000709809,0.000709809,0.000709809
31,2525.63,0.00815,0.01265,3.73701,1.08791,0.85354,0.55457,0.69977,0.38242,0.82355,0.54187,0.65041,0.31943,0.0075,0.01436,3.54546,1.11269,0.000676802,0.000676802,0.000676802
32,2606.57,0.00808,0.01276,3.71291,1.06786,0.79646,0.59913,0.68022,0.3801,0.7704,0.58385,0.64212,0.32259,0.00789,0.01456,3.71608,1.14802,0.000643795,0.000643795,0.000643795
33,2687.57,0.00815,0.0129,3.65499,1.07182,0.75314,0.65209,0.70965,0.40338,0.8176,0.59627,0.69026,0.33896,0.00764,0.01428,3.58187,1.11982,0.000610789,0.000610789,0.000610789
34,2769.03,0.0079,0.01239,3.60914,1.0714,0.76372,0.65711,0.71509,0.39896,0.80753,0.59177,0.6799,0.33605,0.00772,0.01439,3.44468,1.12256,0.000577782,0.000577782,0.000577782
35,2849.83,0.00776,0.01216,3.61076,1.05819,0.71198,0.6082,0.66747,0.38544,0.76554,0.54246,0.62909,0.32416,0.0075,0.01377,3.44376,1.11344,0.000544776,0.000544776,0.000544776
36,2930.81,0.00763,0.01195,3.43443,1.06604,0.86432,0.60839,0.70859,0.39795,0.8275,0.58718,0.67765,0.32841,0.00778,0.01445,3.28123,1.13016,0.000511769,0.000511769,0.000511769
37,3011.72,0.0078,0.01239,3.34883,1.04829,0.84871,0.64723,0.72565,0.40532,0.81914,0.62086,0.69138,0.34688,0.00758,0.01406,3.33237,1.11393,0.000478762,0.000478762,0.000478762
38,3093.07,0.00757,0.01157,3.2749,1.05215,0.80615,0.63485,0.72063,0.40207,0.76054,0.62696,0.69104,0.34201,0.00753,0.01411,3.42592,1.11763,0.000445756,0.000445756,0.000445756
39,3174.13,0.00764,0.01197,3.29889,1.05121,0.8469,0.6118,0.71894,0.3985,0.84172,0.60524,0.69502,0.33561,0.00744,0.0138,3.51029,1.1039,0.000412749,0.000412749,0.000412749
40,3254.99,0.00749,0.01172,3.28955,1.02856,0.84497,0.64153,0.7386,0.42053,0.83502,0.61526,0.70618,0.35485,0.00734,0.01393,3.27116,1.09425,0.000379743,0.000379743,0.000379743
41,3337.76,0.00771,0.01261,3.46676,1.2194,0.86938,0.61291,0.72366,0.39612,0.86017,0.60176,0.69026,0.3415,0.00757,0.01358,3.38507,1.11146,0.000346736,0.000346736,0.000346736
42,3418.97,0.00785,0.01261,3.32369,1.24627,0.79643,0.65966,0.74311,0.41383,0.86109,0.59308,0.69237,0.33968,0.00751,0.01371,3.21466,1.10074,0.000313729,0.000313729,0.000313729
43,3500.02,0.00764,0.01224,3.05158,1.22189,0.83347,0.65661,0.75077,0.4215,0.82256,0.62697,0.71271,0.36169,0.00732,0.01326,3.20744,1.09502,0.000280723,0.000280723,0.000280723
