epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.0029,1.53455,6.71882,1.26817,0,0,0,0,nan,nan,nan,0.000545182,0.000545182,0.000545182
2,136.942,1.71796,5.15146,1.37605,0.12773,0.04606,0.03794,0.02377,nan,nan,nan,0.00108995,0.00108995,0.00108995
3,202.707,1.6568,4.64764,1.32597,0.10146,0.11213,0.06072,0.03221,2.23596,9.15617,1.90903,0.00162372,0.00162372,0.00162372
4,268.748,1.68227,4.77551,1.3378,0.35928,0.20727,0.22077,0.12996,1.75541,10.5943,1.64964,0.00161749,0.00161749,0.00161749
5,334.379,1.64056,4.48975,1.32891,0.14105,0.03526,0.01861,0.00847,3.15135,12.0131,2.3613,0.00160099,0.00160099,0.00160099
6,399.729,1.6118,4.21449,1.29909,0.60445,0.4579,0.46433,0.26168,1.42033,5.03472,1.32686,0.00158448,0.00158448,0.00158448
7,465.671,1.59939,4.17937,1.28683,0.57137,0.37248,0.42542,0.21741,1.31579,9.68079,1.24388,0.00156798,0.00156798,0.00156798
8,531.143,1.58076,4.07974,1.27577,0.77919,0.55604,0.60077,0.30854,1.3457,4.1249,1.25668,0.00155148,0.00155148,0.00155148
9,596.923,1.50288,3.76905,1.24091,0.72851,0.46737,0.51715,0.28152,1.30676,5.69008,1.27364,0.00153497,0.00153497,0.00153497
10,662.202,1.45532,3.62192,1.23708,0.73235,0.53773,0.60768,0.32815,1.26944,3.11308,1.21352,0.00151847,0.00151847,0.00151847
11,728.016,1.49217,3.62339,1.22845,0.71731,0.47634,0.56967,0.32299,1.22647,2.94928,1.17637,0.00150197,0.00150197,0.00150197
12,793.321,1.46915,3.58018,1.22929,0.74088,0.51382,0.57232,0.32935,1.26552,3.64999,1.21129,0.00148546,0.00148546,0.00148546
13,858.705,1.47208,3.55313,1.23075,0.65157,0.45196,0.47827,0.27558,1.32573,3.93257,1.22598,0.00146896,0.00146896,0.00146896
14,924.03,1.44883,3.47854,1.21951,0.74203,0.59037,0.64164,0.35578,1.24641,3.22849,1.19879,0.00145246,0.00145246,0.00145246
15,989.837,1.419,3.35137,1.19953,0.75865,0.59456,0.62171,0.3335,1.26022,2.8971,1.19759,0.00143595,0.00143595,0.00143595
16,1055.04,1.44614,3.32441,1.20673,0.66458,0.53817,0.58239,0.32963,1.24031,2.86899,1.19843,0.00141945,0.00141945,0.00141945
17,1120.32,1.3825,3.27849,1.18483,0.75124,0.55909,0.62174,0.34811,1.25815,2.89409,1.19998,0.00140295,0.00140295,0.00140295
18,1185.61,1.4092,3.21013,1.1948,0.84617,0.54389,0.63773,0.3576,1.24129,3.03916,1.18367,0.00138644,0.00138644,0.00138644
19,1251.36,1.42082,3.2632,1.19065,0.74988,0.58547,0.64508,0.35045,1.2716,3.03804,1.21932,0.00136994,0.00136994,0.00136994
20,1316.76,1.3694,3.14008,1.17256,0.74832,0.62392,0.66713,0.36881,1.21561,2.67686,1.17275,0.00135344,0.00135344,0.00135344
21,1382.76,1.40545,3.23568,1.18134,0.84627,0.59225,0.66832,0.36746,1.25171,2.83059,1.19498,0.00133693,0.00133693,0.00133693
22,1447.98,1.37262,3.16755,1.19301,0.78845,0.53645,0.60133,0.32227,1.25421,2.99609,1.20235,0.00132043,0.00132043,0.00132043
23,1513.33,1.3896,3.16683,1.19106,0.79679,0.55905,0.63655,0.35766,1.20145,2.68379,1.18318,0.00130393,0.00130393,0.00130393
24,1578.57,1.35199,3.07762,1.17238,0.68706,0.55403,0.63243,0.3655,1.16997,2.49231,1.15532,0.00128742,0.00128742,0.00128742
25,1643.87,1.35094,2.96429,1.1686,0.81488,0.56554,0.66579,0.35947,1.24309,2.52309,1.17372,0.00127092,0.00127092,0.00127092
26,1709.21,1.335,2.95382,1.15652,0.78505,0.60431,0.6954,0.39454,1.1771,2.44281,1.15669,0.00125442,0.00125442,0.00125442
27,1774.8,1.2782,2.75498,1.13926,0.84676,0.59288,0.6813,0.37996,1.17832,2.51755,1.14129,0.00123791,0.00123791,0.00123791
28,1840.29,1.35004,2.89869,1.1635,0.83624,0.5276,0.65745,0.38506,1.18752,2.93707,1.15206,0.00122141,0.00122141,0.00122141
29,1905.65,1.32202,2.89407,1.15376,0.85926,0.59666,0.68341,0.38003,1.20385,2.59172,1.16322,0.00120491,0.00120491,0.00120491
30,1970.94,1.33835,2.96798,1.16656,0.82293,0.62374,0.71741,0.40288,1.16933,2.57393,1.14686,0.0011884,0.0011884,0.0011884
31,2036.78,1.32434,2.86691,1.14419,0.8257,0.56386,0.65683,0.37676,1.20302,2.58739,1.15274,0.0011719,0.0011719,0.0011719
32,2102.13,1.31449,2.85738,1.14997,0.84864,0.57567,0.71438,0.39541,1.16524,2.46111,1.13975,0.0011554,0.0011554,0.0011554
33,2167.59,1.31063,2.77813,1.13847,0.83606,0.62024,0.71611,0.39186,1.17723,2.34163,1.15626,0.00113889,0.00113889,0.00113889
34,2232.86,1.29139,2.75051,1.15028,0.81709,0.61109,0.72079,0.40043,1.16937,2.47381,1.14489,0.00112239,0.00112239,0.00112239
35,2298.26,1.29722,2.7603,1.13982,0.84902,0.62464,0.72756,0.40978,1.17315,2.28048,1.15354,0.00110589,0.00110589,0.00110589
36,2363.98,1.28063,2.70527,1.13812,0.76107,0.65255,0.70627,0.39472,1.2071,2.35165,1.16844,0.00108938,0.00108938,0.00108938
37,2429.26,1.29054,2.80666,1.13735,0.76108,0.61544,0.69991,0.39237,1.17179,2.50207,1.147,0.00107288,0.00107288,0.00107288
38,2494.6,1.2969,2.70136,1.12659,0.82179,0.61346,0.71517,0.39995,1.1912,2.32401,1.15914,0.00105638,0.00105638,0.00105638
39,2559.88,1.28428,2.71292,1.12479,0.79823,0.64288,0.7199,0.39665,1.17598,2.64552,1.1471,0.00103987,0.00103987,0.00103987
40,2625.24,1.31465,2.70314,1.13794,0.8581,0.62708,0.74223,0.40834,1.18001,2.22753,1.15146,0.00102337,0.00102337,0.00102337
41,2690.92,1.26217,2.66952,1.11821,0.82704,0.63963,0.73395,0.42812,1.14806,2.34312,1.12949,0.00100687,0.00100687,0.00100687
42,2756.68,1.26763,2.62216,1.11935,0.79397,0.63395,0.71925,0.40795,1.14404,2.13596,1.12825,0.000990365,0.000990365,0.000990365
43,2821.94,1.24606,2.5323,1.12217,0.78425,0.68528,0.73448,0.41598,1.16619,2.26994,1.13993,0.000973861,0.000973861,0.000973861
44,2887.2,1.23801,2.55001,1.10762,0.80335,0.61209,0.69801,0.40467,1.16799,2.35412,1.15077,0.000957358,0.000957358,0.000957358
45,2952.4,1.24565,2.53551,1.10588,0.83879,0.64271,0.722,0.4293,1.13881,2.12331,1.12497,0.000940855,0.000940855,0.000940855
46,3017.67,1.25599,2.54011,1.11159,0.85402,0.64583,0.75058,0.43435,1.12731,2.12298,1.11969,0.000924352,0.000924352,0.000924352
47,3083.42,1.24622,2.50149,1.11872,0.85781,0.64359,0.74829,0.4257,1.12823,2.1075,1.13583,0.000907848,0.000907848,0.000907848
48,3148.68,1.24132,2.53165,1.12826,0.81958,0.72021,0.78207,0.44422,1.15796,2.05289,1.1416,0.000891345,0.000891345,0.000891345
49,3214.27,1.23478,2.48826,1.10716,0.82577,0.67434,0.7593,0.42081,1.13592,2.03704,1.12572,0.000874842,0.000874842,0.000874842
50,3279.43,1.24209,2.46529,1.10762,0.82402,0.65252,0.74168,0.43107,1.12036,2.08637,1.12162,0.000858338,0.000858338,0.000858338
51,3344.63,1.22776,2.47105,1.10943,0.80746,0.69309,0.77244,0.45209,1.1321,1.9546,1.12043,0.000841835,0.000841835,0.000841835
52,3410.19,1.23144,2.45324,1.10385,0.72511,0.68898,0.7332,0.41659,1.14425,2.30732,1.13084,0.000825332,0.000825332,0.000825332
53,3475.49,1.22407,2.43699,1.08967,0.85754,0.69146,0.76971,0.44253,1.13348,2.0231,1.10735,0.000808828,0.000808828,0.000808828
54,3540.59,1.22916,2.46355,1.11392,0.90388,0.68009,0.79796,0.45055,1.1238,1.85413,1.11343,0.000792325,0.000792325,0.000792325
55,3606.08,1.2129,2.37664,1.10432,0.8348,0.66121,0.76818,0.44233,1.10303,2.08245,1.1221,0.000775822,0.000775822,0.000775822
56,3671.28,1.21182,2.39854,1.09967,0.8359,0.67567,0.75886,0.44394,1.12329,2.06471,1.11925,0.000759318,0.000759318,0.000759318
57,3736.58,1.21831,2.40965,1.09627,0.82922,0.68463,0.75462,0.45255,1.11737,2.08503,1.11887,0.000742815,0.000742815,0.000742815
58,3801.85,1.19473,2.32654,1.07678,0.87773,0.69206,0.78909,0.46535,1.09342,1.8803,1.10603,0.000726312,0.000726312,0.000726312
59,3867.42,1.22152,2.39114,1.09851,0.8744,0.67009,0.752,0.43873,1.10215,1.9522,1.1037,0.000709809,0.000709809,0.000709809
60,3932.63,1.21376,2.35567,1.09861,0.86509,0.69561,0.78246,0.43789,1.11681,1.97297,1.11849,0.000693305,0.000693305,0.000693305
61,3997.77,1.19262,2.30263,1.09428,0.85162,0.71083,0.79078,0.46007,1.09829,1.88874,1.10544,0.000676802,0.000676802,0.000676802
62,4063.05,1.22124,2.34322,1.09606,0.87962,0.71575,0.79739,0.45607,1.10756,1.91972,1.10906,0.000660299,0.000660299,0.000660299
63,4128.3,1.21967,2.39896,1.09628,0.88648,0.69422,0.79448,0.46161,1.12513,2.00965,1.123,0.000643795,0.000643795,0.000643795
64,4193.6,1.22381,2.28433,1.08684,0.84613,0.74396,0.81546,0.45952,1.16234,1.91011,1.13197,0.000627292,0.000627292,0.000627292
65,4258.78,1.19229,2.28565,1.09411,0.83778,0.71391,0.80018,0.4571,1.12994,1.83965,1.12422,0.000610789,0.000610789,0.000610789
66,4324.05,1.20258,2.32162,1.09235,0.90588,0.68421,0.78206,0.4558,1.10022,1.86995,1.0988,0.000594286,0.000594286,0.000594286
67,4389.26,1.15946,2.16781,1.07193,0.83587,0.73222,0.79022,0.46562,1.11945,1.9217,1.11972,0.000577782,0.000577782,0.000577782
68,4454.89,1.19174,2.24239,1.09228,0.85155,0.68555,0.77247,0.45017,1.12438,1.87978,1.12028,0.000561279,0.000561279,0.000561279
69,4520.2,1.17694,2.19882,1.06447,0.83937,0.7079,0.78554,0.45487,1.11454,1.8604,1.11509,0.000544776,0.000544776,0.000544776
70,4585.42,1.19973,2.23852,1.07578,0.82335,0.75734,0.80936,0.46911,1.10269,1.8156,1.11131,0.000528272,0.000528272,0.000528272
71,4650.88,1.17971,2.19557,1.072,0.85103,0.72277,0.79488,0.45192,1.12243,1.82017,1.11824,0.000511769,0.000511769,0.000511769
72,4716.07,1.1689,2.18723,1.07889,0.89224,0.6533,0.78089,0.44646,1.13588,1.84976,1.12014,0.000495266,0.000495266,0.000495266
73,4781.34,1.17493,2.23907,1.0716,0.85386,0.71201,0.81724,0.4696,1.10997,1.76541,1.10452,0.000478762,0.000478762,0.000478762
74,4846.93,1.15937,2.12723,1.07359,0.81869,0.7293,0.78581,0.46815,1.09887,1.85766,1.1056,0.000462259,0.000462259,0.000462259
75,4912.26,1.13053,2.07198,1.05558,0.85091,0.71526,0.7735,0.45641,1.13803,1.883,1.13277,0.000445756,0.000445756,0.000445756
76,4977.38,1.15572,2.14127,1.08104,0.80298,0.72592,0.781,0.45726,1.09944,1.90318,1.10942,0.000429253,0.000429253,0.000429253
77,5042.65,1.16605,2.16746,1.07228,0.82821,0.70859,0.77192,0.44998,1.13435,2.00058,1.12289,0.000412749,0.000412749,0.000412749
78,5107.83,1.1727,2.16276,1.07846,0.84462,0.7218,0.79044,0.46233,1.10467,1.94143,1.0994,0.000396246,0.000396246,0.000396246
79,5172.95,1.16093,2.13159,1.08041,0.82891,0.69692,0.7758,0.45264,1.11322,1.8327,1.11402,0.000379743,0.000379743,0.000379743
80,5237.99,1.1159,2.07431,1.06796,0.86999,0.66832,0.76782,0.45185,1.11348,1.88758,1.11145,0.000363239,0.000363239,0.000363239
81,5303.2,1.16383,2.08745,1.06259,0.81224,0.72711,0.79574,0.46613,1.11642,1.87169,1.10512,0.000346736,0.000346736,0.000346736
82,5368.4,1.13215,2.06219,1.06258,0.82077,0.70192,0.77579,0.45868,1.09865,1.84087,1.10187,0.000330233,0.000330233,0.000330233
83,5433.56,1.14568,2.06709,1.06652,0.85872,0.72692,0.8085,0.4742,1.08799,1.77446,1.10389,0.000313729,0.000313729,0.000313729
84,5499.18,1.14257,2.07018,1.06167,0.82732,0.68174,0.76164,0.4553,1.08587,1.91613,1.11426,0.000297226,0.000297226,0.000297226
85,5564.35,1.12082,2.04302,1.05069,0.79463,0.72511,0.79635,0.46524,1.10868,1.86676,1.11403,0.000280723,0.000280723,0.000280723
86,5629.55,1.13297,1.98055,1.06303,0.83979,0.71075,0.80275,0.47112,1.09845,1.80093,1.10179,0.00026422,0.00026422,0.00026422
87,5694.68,1.11188,2.01345,1.05545,0.82598,0.71207,0.79534,0.46773,1.11445,1.79429,1.10971,0.000247716,0.000247716,0.000247716
88,5759.88,1.10512,1.94914,1.0445,0.8788,0.74264,0.81242,0.48184,1.11129,1.80359,1.10876,0.000231213,0.000231213,0.000231213
89,5825.45,1.1175,1.99533,1.05309,0.84204,0.73834,0.80247,0.47445,1.11673,1.83481,1.12367,0.00021471,0.00021471,0.00021471
90,5890.6,1.11212,1.95741,1.04641,0.86236,0.74863,0.81816,0.47919,1.1121,1.78,1.11735,0.000198206,0.000198206,0.000198206
91,5957.33,0.94802,1.5448,1.09389,0.86605,0.71531,0.79997,0.46578,1.11695,1.77395,1.12015,0.000181703,0.000181703,0.000181703
92,6022.57,0.93252,1.3631,1.07556,0.85687,0.74663,0.80589,0.47228,1.11745,1.7593,1.11117,0.0001652,0.0001652,0.0001652
93,6087.64,0.94632,1.35539,1.07659,0.84509,0.71701,0.80282,0.47906,1.09949,1.78442,1.10238,0.000148696,0.000148696,0.000148696
94,6152.71,0.92251,1.33549,1.06738,0.83712,0.72795,0.80912,0.4683,1.11737,1.80365,1.1117,0.000132193,0.000132193,0.000132193
95,6217.71,0.91064,1.30016,1.05804,0.851,0.72875,0.80613,0.46739,1.10403,1.78594,1.10122,0.00011569,0.00011569,0.00011569
96,6282.77,0.9264,1.30314,1.06993,0.87681,0.7254,0.80896,0.47877,1.08821,1.72866,1.09336,9.91865e-05,9.91865e-05,9.91865e-05
97,6347.77,0.89059,1.25359,1.04896,0.85585,0.73123,0.8124,0.46769,1.09922,1.75141,1.10339,8.26832e-05,8.26832e-05,8.26832e-05
98,6412.78,0.90217,1.27502,1.06687,0.8536,0.73338,0.81967,0.48138,1.0942,1.73749,1.09964,6.61799e-05,6.61799e-05,6.61799e-05
99,6478.14,0.8992,1.26488,1.0551,0.81792,0.77266,0.81943,0.48442,1.09442,1.74029,1.09901,4.96766e-05,4.96766e-05,4.96766e-05
100,6543.59,0.90196,1.24851,1.07093,0.84742,0.76043,0.82068,0.48663,1.09438,1.73993,1.09892,3.31733e-05,3.31733e-05,3.31733e-05
