epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.9514,0.0081,0.01446,4.26594,1.10496,0.50802,0.43368,0.3249,0.18255,0.44486,0.40803,0.28034,0.12109,0.00904,0.01926,6.38718,1.25279,0.000331427,0.000331427,0.000331427
2,172.654,0.00974,0.01708,4.15513,1.2216,0.57453,0.4729,0.44836,0.23792,0.56505,0.47687,0.45697,0.20569,0.00956,0.01857,5.29561,1.30099,0.000651664,0.000651664,0.000651664
3,255.797,0.01062,0.01846,4.19537,1.28737,0.00541,0.43102,0.00423,0.00172,0.00521,0.40655,0.0041,0.00137,0.01521,0.04454,inf,2.17854,0.000958697,0.000958697,0.000958697
4,337.879,0.01018,0.01803,4.06289,1.25393,0.63832,0.49669,0.4836,0.23188,0.63497,0.49484,0.47375,0.19766,0.0091,0.01642,4.05182,1.2337,0.00125253,0.00125253,0.00125253
5,419.412,0.00999,0.01773,3.89624,1.24254,0.54524,0.45077,0.49977,0.24554,0.4726,0.47806,0.47489,0.2085,0.00878,0.01554,5.193,1.19157,0.00153316,0.00153316,0.00153316
6,501.303,0.00988,0.01783,3.783,1.24112,0.82186,0.46411,0.54785,0.28388,0.82044,0.45231,0.53808,0.22788,0.00883,0.01553,2.83505,1.18045,0.00150197,0.00150197,0.00150197
7,583.347,0.00962,0.0172,3.65052,1.20747,0.51786,0.45921,0.47127,0.25773,0.54579,0.45394,0.47775,0.20741,0.00849,0.01527,3.5848,1.15837,0.00146896,0.00146896,0.00146896
8,664.823,0.0095,0.01674,3.43632,1.20134,0.82058,0.42244,0.51861,0.28644,0.8127,0.41655,0.50996,0.23351,0.00805,0.01457,3.1006,1.13007,0.00143595,0.00143595,0.00143595
9,746.705,0.00946,0.01679,3.44442,1.19637,0.82819,0.49784,0.56888,0.28882,0.7844,0.47539,0.51457,0.22897,0.00848,0.01476,2.99503,1.1604,0.00140295,0.00140295,0.00140295
10,828.518,0.00938,0.01633,3.42883,1.20171,0.75133,0.48694,0.56112,0.30087,0.79915,0.4959,0.58059,0.24923,0.00823,0.01413,2.6342,1.16458,0.00136994,0.00136994,0.00136994
11,910.454,0.0092,0.01563,3.23885,1.17774,0.72492,0.53102,0.5968,0.31252,0.70244,0.515,0.56914,0.28385,0.00822,0.01395,2.94189,1.14179,0.00133693,0.00133693,0.00133693
12,992.257,0.00912,0.01551,3.21996,1.16996,0.79742,0.49698,0.57332,0.30135,0.79283,0.49452,0.56584,0.26069,0.00814,0.01464,2.88294,1.14046,0.00130393,0.00130393,0.00130393
13,1073.81,0.00888,0.01596,3.07949,1.15862,0.72645,0.545,0.60481,0.31037,0.7244,0.54196,0.59059,0.25891,0.00779,0.01371,2.70643,1.1057,0.00127092,0.00127092,0.00127092
14,1155.23,0.00876,0.01512,2.92284,1.15278,0.62643,0.51995,0.50505,0.26496,0.59994,0.49988,0.46148,0.19927,0.00784,0.0145,2.74691,1.11472,0.00123791,0.00123791,0.00123791
15,1236.56,0.00874,0.01487,2.94626,1.15112,0.87321,0.58468,0.66869,0.33275,0.81804,0.56567,0.6204,0.27897,0.0078,0.01386,2.74217,1.12495,0.00120491,0.00120491,0.00120491
16,1318.37,0.00844,0.01446,2.81375,1.12927,0.88409,0.56325,0.67146,0.34785,0.8604,0.5487,0.65044,0.29099,0.00779,0.01336,2.49265,1.12956,0.0011719,0.0011719,0.0011719
17,1400.22,0.00857,0.01486,2.94656,1.13044,0.69642,0.59399,0.61667,0.3276,0.69034,0.58907,0.60185,0.27422,0.00807,0.01355,2.83403,1.15974,0.00113889,0.00113889,0.00113889
18,1481.53,0.00841,0.0146,2.76944,1.12213,0.80607,0.55569,0.64607,0.32226,0.83255,0.53896,0.63862,0.28808,0.00756,0.01369,2.93182,1.10629,0.00110589,0.00110589,0.00110589
19,1562.86,0.00846,0.01448,2.76884,1.12162,0.78056,0.56304,0.65715,0.36278,0.80901,0.52607,0.62701,0.29982,0.00742,0.01316,2.34272,1.06864,0.00107288,0.00107288,0.00107288
20,1644.75,0.00831,0.01433,2.70256,1.11835,0.89174,0.5835,0.72051,0.38712,0.89528,0.57797,0.69248,0.32773,0.00752,0.01317,2.358,1.09216,0.00103987,0.00103987,0.00103987
21,1726.58,0.0084,0.01504,2.6528,1.11859,0.81793,0.59467,0.64171,0.35292,0.83455,0.60386,0.65879,0.3097,0.00725,0.01335,2.30686,1.06822,0.00100687,0.00100687,0.00100687
22,1807.98,0.0084,0.01445,2.7219,1.12242,0.79158,0.5802,0.65591,0.35662,0.78582,0.5759,0.64225,0.29222,0.00749,0.01302,2.51728,1.07576,0.000973861,0.000973861,0.000973861
23,1889.25,0.00813,0.01417,2.64871,1.09998,0.83792,0.58965,0.68751,0.38984,0.87629,0.58426,0.66578,0.32048,0.00733,0.01305,2.26765,1.0686,0.000940855,0.000940855,0.000940855
24,1970.6,0.00806,0.01426,2.53528,1.09053,0.79319,0.60933,0.6619,0.35719,0.77821,0.5958,0.62394,0.3064,0.00729,0.01291,2.14729,1.06595,0.000907848,0.000907848,0.000907848
25,2052.06,0.00775,0.01345,2.43876,1.07773,0.83756,0.5809,0.65707,0.36175,0.84002,0.58106,0.64638,0.31443,0.00733,0.01284,2.13377,1.07002,0.000874842,0.000874842,0.000874842
26,2133.4,0.0078,0.01344,2.49254,1.0789,0.82066,0.59767,0.67701,0.375,0.7845,0.59581,0.65676,0.30419,0.00731,0.01266,2.24225,1.0704,0.000841835,0.000841835,0.000841835
