epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.4947,1.29854,1.63883,1.19867,0.00067,0.08467,0.00037,0.00018,nan,nan,nan,0.000550425,0.000550425,0.000550425
2,145.881,1.43136,1.33946,1.27725,0.15075,0.06121,0.04903,0.02937,nan,nan,nan,0.00109514,0.00109514,0.00109514
3,215.494,1.46054,1.37478,1.2854,0.7673,0.17091,0.16284,0.09603,1.85958,4.09148,1.64757,0.00162886,0.00162886,0.00162886
4,284.816,1.45114,1.23738,1.27429,0.64444,0.4498,0.48891,0.25877,1.44947,1.33277,1.36936,0.00161749,0.00161749,0.00161749
5,354.026,1.34292,1.09783,1.22069,0.73218,0.49068,0.5399,0.28692,1.30881,1.25773,1.27793,0.00160099,0.00160099,0.00160099
6,423.318,1.36057,1.06692,1.21978,0.60668,0.4515,0.48222,0.27341,1.27475,1.11159,1.23771,0.00158448,0.00158448,0.00158448
7,492.206,1.30819,1.03018,1.21439,0.69909,0.46517,0.48909,0.29095,1.2775,1.34941,1.25569,0.00156798,0.00156798,0.00156798
8,561.196,1.32457,1.02784,1.21395,0.6491,0.53888,0.5672,0.3176,1.20678,0.9378,1.21021,0.00155148,0.00155148,0.00155148
9,630.601,1.29023,1.00489,1.18099,0.34856,0.36455,0.14546,0.09296,nan,nan,nan,0.00153497,0.00153497,0.00153497
10,699.487,1.27765,0.95521,1.18968,0.70097,0.52433,0.56409,0.31664,1.26331,1.01501,1.23003,0.00151847,0.00151847,0.00151847
11,768.393,1.26627,0.9297,1.1615,0.78663,0.51349,0.57798,0.34101,1.17692,0.9128,1.18182,0.00150197,0.00150197,0.00150197
12,837.759,1.26588,0.94157,1.18347,0.62313,0.44838,0.48882,0.27338,1.27409,0.97072,1.22948,0.00148546,0.00148546,0.00148546
13,906.647,1.2599,0.92131,1.15203,0.82827,0.49408,0.58199,0.34572,1.23185,0.89328,1.19845,0.00146896,0.00146896,0.00146896
14,975.937,1.20112,0.85311,1.15065,0.85373,0.55385,0.64672,0.36755,1.15906,0.81031,1.17102,0.00145246,0.00145246,0.00145246
15,1045.31,1.21417,0.8869,1.14422,0.77668,0.50313,0.59366,0.32723,1.24649,1.00067,1.21567,0.00143595,0.00143595,0.00143595
16,1114.2,1.17368,0.81268,1.12736,0.77294,0.56657,0.64785,0.37327,1.16201,0.84069,1.16328,0.00141945,0.00141945,0.00141945
17,1183.53,1.17216,0.7779,1.12368,0.74556,0.577,0.62675,0.36245,1.14783,0.79045,1.16672,0.00140295,0.00140295,0.00140295
18,1252.39,1.16125,0.79692,1.12681,0.69903,0.5125,0.56709,0.33813,1.1741,0.86127,1.1718,0.00138644,0.00138644,0.00138644
19,1321.32,1.18757,0.8154,1.12857,0.76262,0.54528,0.62805,0.37655,1.13496,0.81727,1.15255,0.00136994,0.00136994,0.00136994
20,1390.69,1.16184,0.78579,1.10809,0.85013,0.5708,0.67796,0.38041,1.21142,0.82476,1.18924,0.00135344,0.00135344,0.00135344
21,1459.95,1.15605,0.75802,1.10664,0.80569,0.58686,0.67378,0.37043,1.14616,0.7644,1.15739,0.00133693,0.00133693,0.00133693
22,1528.96,1.1229,0.72669,1.10488,0.81615,0.61731,0.71932,0.40708,1.11099,0.73308,1.13834,0.00132043,0.00132043,0.00132043
23,1598.28,1.14023,0.74197,1.10373,0.855,0.54815,0.65013,0.37458,1.15964,0.77762,1.15484,0.00130393,0.00130393,0.00130393
24,1667.28,1.10659,0.72243,1.08442,0.83283,0.59313,0.69414,0.38752,1.13557,0.74574,1.14639,0.00128742,0.00128742,0.00128742
25,1736.15,1.10825,0.73733,1.08579,0.81087,0.64226,0.72837,0.41908,1.12316,0.73117,1.14719,0.00127092,0.00127092,0.00127092
26,1805.54,1.11128,0.71431,1.09196,0.83222,0.60316,0.7187,0.42204,1.13645,0.72556,1.1483,0.00125442,0.00125442,0.00125442
27,1874.88,1.07202,0.69199,1.08529,0.87383,0.59802,0.70361,0.4104,1.13102,0.70809,1.14967,0.00123791,0.00123791,0.00123791
28,1943.96,1.10436,0.69622,1.07698,0.86834,0.61346,0.68149,0.39112,1.10279,0.73882,1.12778,0.00122141,0.00122141,0.00122141
29,2012.89,1.07304,0.67647,1.0813,0.76648,0.58747,0.66605,0.38913,1.13168,0.72503,1.14206,0.00120491,0.00120491,0.00120491
30,2081.88,1.11014,0.71584,1.08937,0.8281,0.65509,0.72258,0.41087,1.11763,0.70032,1.14587,0.0011884,0.0011884,0.0011884
31,2150.8,1.09918,0.66903,1.08669,0.75014,0.66579,0.72344,0.41927,1.12632,0.73009,1.15877,0.0011719,0.0011719,0.0011719
32,2219.82,1.07086,0.6482,1.07298,0.78881,0.67064,0.73603,0.42556,1.08319,0.65812,1.12274,0.0011554,0.0011554,0.0011554
33,2289.27,1.08425,0.6412,1.08341,0.86625,0.62289,0.74422,0.43482,1.07559,0.64809,1.11796,0.00113889,0.00113889,0.00113889
34,2358.69,1.06566,0.64468,1.07859,0.81781,0.6417,0.71607,0.41445,1.10851,0.69921,1.14082,0.00112239,0.00112239,0.00112239
35,2427.64,1.09436,0.67753,1.07774,0.90732,0.5625,0.6935,0.40383,1.10847,0.72472,1.13631,0.00110589,0.00110589,0.00110589
36,2496.67,1.05251,0.63725,1.05475,0.77584,0.63567,0.70596,0.41651,1.08528,0.71744,1.11339,0.00108938,0.00108938,0.00108938
