epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2206.6,1.08881,1.66978,0.73207,1.02791,0.77438,0.62393,0.70486,0.40438,0.77151,0.61258,0.68347,0.34384,1.1527,1.98632,0.87406,1.08532,0.0011884,0.0011884,0.0011884
31,2279.96,1.07814,1.64194,0.72712,1.03666,0.74022,0.62386,0.68118,0.39146,0.81912,0.58157,0.65165,0.34859,1.16937,2.04933,0.92301,1.08846,0.0011719,0.0011719,0.0011719
32,2352.5,1.06974,1.69111,0.71041,1.04072,0.79848,0.64699,0.69069,0.40625,0.77996,0.61874,0.674,0.35723,1.14598,1.9634,0.8851,1.07561,0.0011554,0.0011554,0.0011554
33,2425.94,1.04867,1.67653,0.69981,1.01692,0.80096,0.65131,0.71681,0.42064,0.79056,0.63947,0.70933,0.36785,1.15211,1.96037,0.78774,1.08129,0.00113889,0.00113889,0.00113889
34,2498.99,1.05684,1.64015,0.67652,1.02539,0.86157,0.57056,0.67103,0.40541,0.85105,0.56583,0.65855,0.34465,1.09616,1.969,0.89343,1.06428,0.00112239,0.00112239,0.00112239
35,2572.57,1.08317,1.68572,0.71866,1.02705,0.79099,0.66544,0.71851,0.41946,0.81667,0.62088,0.70136,0.36477,1.12427,1.94626,0.8373,1.07678,0.00110589,0.00110589,0.00110589
36,2645.42,1.08434,1.72855,0.7154,1.01515,0.85224,0.61592,0.66115,0.40325,0.86666,0.61538,0.67145,0.35519,1.11114,1.98739,0.88371,1.06619,0.00108938,0.00108938,0.00108938
37,2718.76,1.03707,1.61629,0.68671,1.02228,0.80702,0.63512,0.69376,0.40973,0.80927,0.6352,0.68895,0.34202,1.13235,1.93739,0.86585,1.07425,0.00107288,0.00107288,0.00107288
38,2791.58,1.0535,1.63491,0.67305,1.01851,0.84821,0.58731,0.70156,0.41018,0.83536,0.57538,0.68518,0.34911,1.12984,1.92726,0.8247,1.06736,0.00105638,0.00105638,0.00105638
39,2865.31,1.03262,1.57885,0.66088,1.02013,0.83891,0.60845,0.68629,0.40856,0.82123,0.61124,0.68031,0.3643,1.14152,2.02406,0.84288,1.07577,0.00103987,0.00103987,0.00103987
40,2938.45,1.03101,1.58097,0.65131,1.00282,0.83066,0.63602,0.71909,0.42842,0.84571,0.62981,0.70582,0.37306,1.10866,1.94792,0.88036,1.06415,0.00102337,0.00102337,0.00102337
41,3012.28,1.02509,1.51606,0.65506,1.00493,0.87368,0.6557,0.73724,0.43486,0.85303,0.63893,0.71547,0.38269,1.11565,1.9544,0.84658,1.06383,0.00100687,0.00100687,0.00100687
42,3085.44,1.05087,1.59677,0.6597,1.00578,0.80029,0.65898,0.69775,0.42304,0.79447,0.65241,0.6987,0.37801,1.07383,1.90967,0.84931,1.04193,0.000990365,0.000990365,0.000990365
43,3159.29,1.03345,1.57201,0.646,1.00438,0.81003,0.67191,0.73804,0.45201,0.83874,0.64597,0.72593,0.39106,1.1132,1.94115,0.81246,1.06479,0.000973861,0.000973861,0.000973861
