epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.6843,1.32187,2.39114,2.13352,1.12328,0.00012,0.02293,6e-05,2e-05,5e-05,0.00638,2e-05,1e-05,2.99494,nan,inf,9.72451,0.000545182,0.000545182,0.000545182
2,152.807,1.4105,2.43866,1.40451,1.17804,0.00497,0.11418,0.00223,0.00119,0.00455,0.08085,0.00179,0.00069,nan,nan,nan,nan,0.00108995,0.00108995,0.00108995
3,227.612,1.39323,2.43869,1.33334,1.18976,0.01715,0.19739,0.00424,0.00224,0.01458,0.16997,0.00309,0.00155,1.98223,12.9061,76.192,2.12994,0.00162372,0.00162372,0.00162372
4,300.718,1.43782,2.39737,1.34688,1.19389,0.25098,0.24539,0.22804,0.13501,0.24625,0.23901,0.2173,0.11609,1.60322,25.16,22.1868,1.65141,0.00161749,0.00161749,0.00161749
5,374.849,1.43463,2.39524,1.28029,1.19407,0.63761,0.40484,0.37461,0.22929,0.63494,0.4013,0.36832,0.19596,1.31296,2.57103,4.91118,1.24231,0.00160099,0.00160099,0.00160099
6,447.924,1.34313,2.19363,1.17095,1.15592,0.63667,0.35462,0.39791,0.24985,0.63578,0.35384,0.40853,0.2221,1.2469,2.20739,2.2759,1.18279,0.00158448,0.00158448,0.00158448
7,521.363,1.2983,2.16904,1.11409,1.14257,0.66957,0.52855,0.55987,0.31106,0.70624,0.52167,0.56439,0.29218,1.25571,2.08505,1.53412,1.18875,0.00156798,0.00156798,0.00156798
8,594.212,1.27546,2.11942,1.04834,1.12756,0.80146,0.4588,0.53571,0.32792,0.81631,0.46282,0.54599,0.28913,1.21758,2.26408,1.616,1.15221,0.00155148,0.00155148,0.00155148
9,667.853,1.23651,1.94889,0.97655,1.10918,0.4612,0.47158,0.42872,0.27519,0.53576,0.42833,0.41574,0.23952,1.19191,2.29859,1.44614,1.14596,0.00153497,0.00153497,0.00153497
10,740.804,1.28558,2.11634,1.04887,1.11495,0.77194,0.58406,0.62876,0.3634,0.76435,0.58092,0.61904,0.30541,1.2194,2.17031,0.98468,1.14146,0.00151847,0.00151847,0.00151847
