epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1076.92,1.28515,0.92415,1.14868,0.78802,0.614,0.68102,0.38918,1.1454,0.86048,1.12802,0.00141195,0.00141195,0.00141195
19,1136.41,1.19042,0.84332,1.11169,0.87195,0.60805,0.69887,0.41352,1.15224,0.88403,1.11927,0.00139695,0.00139695,0.00139695
20,1195.81,1.19435,0.84631,1.11057,0.79469,0.57629,0.65316,0.38274,1.1123,0.8484,1.11243,0.00138194,0.00138194,0.00138194
21,1255.07,1.17264,0.81152,1.10076,0.75395,0.60387,0.68124,0.39031,1.14255,0.89696,1.12105,0.00136694,0.00136694,0.00136694
22,1314.22,1.17011,0.81682,1.09621,0.73244,0.6192,0.65378,0.37735,1.15612,0.82298,1.11829,0.00135194,0.00135194,0.00135194
23,1373.45,1.18794,0.82214,1.09425,0.87916,0.63041,0.70534,0.41652,1.1204,0.84426,1.08789,0.00133693,0.00133693,0.00133693
24,1432.83,1.16829,0.79887,1.0921,0.81923,0.59685,0.67196,0.3939,1.11702,0.86139,1.08456,0.00132193,0.00132193,0.00132193
25,1491.99,1.17452,0.80761,1.10033,0.82673,0.60107,0.66589,0.36792,1.0971,0.78414,1.08972,0.00130693,0.00130693,0.00130693
26,1551.2,1.13564,0.75177,1.09642,0.83008,0.65447,0.72691,0.41312,1.15062,0.77969,1.1086,0.00129193,0.00129193,0.00129193
27,1610.42,1.15814,0.76573,1.09513,0.87895,0.61672,0.72791,0.42477,1.1167,0.76001,1.1129,0.00127692,0.00127692,0.00127692
28,1669.93,1.15676,0.76069,1.09182,0.84508,0.60779,0.69709,0.40516,1.15527,0.82846,1.10291,0.00126192,0.00126192,0.00126192
29,1729.06,1.14787,0.74057,1.08777,0.87578,0.64747,0.73431,0.42048,1.15029,0.74196,1.13093,0.00124692,0.00124692,0.00124692
30,1788.28,1.1587,0.76715,1.09684,0.858,0.6133,0.72781,0.40181,1.10238,0.76027,1.08749,0.00123191,0.00123191,0.00123191
31,1847.41,1.13351,0.73174,1.08667,0.79327,0.65794,0.73842,0.42458,1.09272,0.73881,1.08139,0.00121691,0.00121691,0.00121691
32,1906.74,1.15706,0.75427,1.09448,0.88076,0.64592,0.73879,0.42504,1.14086,0.75959,1.11166,0.00120191,0.00120191,0.00120191
33,1966.14,1.11818,0.74205,1.08016,0.81142,0.67312,0.7363,0.42461,1.10651,0.81066,1.08703,0.0011869,0.0011869,0.0011869
34,2025.43,1.11189,0.71362,1.06472,0.82678,0.65543,0.73794,0.4246,1.08442,0.74844,1.0651,0.0011719,0.0011719,0.0011719
35,2084.61,1.11274,0.68943,1.08181,0.79871,0.63862,0.72593,0.42375,1.10745,0.71738,1.09507,0.0011569,0.0011569,0.0011569
36,2143.78,1.11995,0.7274,1.06816,0.85412,0.65022,0.7098,0.42149,1.11962,0.77524,1.07945,0.0011419,0.0011419,0.0011419
37,2202.82,1.10103,0.70362,1.07944,0.8365,0.65311,0.71394,0.41146,1.16339,0.76051,1.11599,0.00112689,0.00112689,0.00112689
38,2262.1,1.11125,0.7317,1.07249,0.88321,0.67791,0.77784,0.44362,1.06913,0.66215,1.06222,0.00111189,0.00111189,0.00111189
39,2321.48,1.07201,0.68602,1.05675,0.83936,0.68606,0.76584,0.43372,1.09945,0.69742,1.07554,0.00109689,0.00109689,0.00109689
40,2380.69,1.10428,0.65626,1.06498,0.80737,0.71504,0.76396,0.44281,1.06857,0.74531,1.0678,0.00108188,0.00108188,0.00108188
41,2439.81,1.08429,0.66637,1.05897,0.85168,0.6553,0.76417,0.44738,1.07521,0.74159,1.07953,0.00106688,0.00106688,0.00106688
42,2499.19,1.0885,0.68824,1.05849,0.79214,0.67488,0.73605,0.44258,1.06019,0.73156,1.05763,0.00105188,0.00105188,0.00105188
43,2558.37,1.0828,0.66487,1.05044,0.81405,0.70359,0.76602,0.46127,1.06227,0.72272,1.06497,0.00103687,0.00103687,0.00103687
44,2617.8,1.06717,0.66452,1.05678,0.83581,0.63817,0.74268,0.43271,1.09164,0.76674,1.09021,0.00102187,0.00102187,0.00102187
45,2676.98,1.09291,0.67514,1.06513,0.80262,0.71185,0.79282,0.46758,1.1048,0.67735,1.07789,0.00100687,0.00100687,0.00100687
46,2736.24,1.03225,0.62329,1.04692,0.89144,0.66609,0.76047,0.44339,1.09308,0.71821,1.06922,0.000991865,0.000991865,0.000991865
47,2795.39,1.05994,0.66549,1.05556,0.83826,0.67985,0.75642,0.44196,1.09368,0.6842,1.07237,0.000976862,0.000976862,0.000976862
48,2854.64,1.06893,0.63584,1.05597,0.89276,0.66427,0.7654,0.45207,1.08373,0.67869,1.07167,0.000961859,0.000961859,0.000961859
49,2913.94,1.0432,0.6365,1.04095,0.86485,0.65243,0.7562,0.44503,1.08079,0.6872,1.0681,0.000946856,0.000946856,0.000946856
50,2973.15,1.05694,0.6293,1.039,0.82847,0.67196,0.74939,0.43522,1.07921,0.70908,1.07227,0.000931853,0.000931853,0.000931853
51,3032.26,1.02873,0.62315,1.02668,0.87282,0.69191,0.79333,0.46354,1.09489,0.67659,1.08002,0.00091685,0.00091685,0.00091685
52,3091.46,1.01846,0.62339,1.03587,0.77996,0.66821,0.7482,0.45939,1.07933,0.77147,1.05524,0.000901847,0.000901847,0.000901847
53,3150.66,1.03739,0.6301,1.0421,0.89272,0.68234,0.77671,0.47192,1.0634,0.68219,1.0622,0.000886844,0.000886844,0.000886844
54,3210.22,1.04116,0.63004,1.04956,0.90778,0.65853,0.77142,0.45557,1.05275,0.67207,1.06145,0.000871841,0.000871841,0.000871841
55,3269.57,1.03059,0.61169,1.04241,0.915,0.65892,0.78222,0.45818,1.08546,0.71043,1.06297,0.000856838,0.000856838,0.000856838
56,3328.94,1.01534,0.61464,1.02832,0.856,0.66227,0.7423,0.43895,1.08774,0.72567,1.07348,0.000841835,0.000841835,0.000841835
57,3388.15,1.02662,0.60987,1.04008,0.83016,0.70842,0.78121,0.47581,1.07558,0.70229,1.06064,0.000826832,0.000826832,0.000826832
58,3447.66,1.0085,0.60011,1.02972,0.82822,0.67053,0.75101,0.44732,1.06474,0.6549,1.0507,0.000811829,0.000811829,0.000811829
59,3506.94,1.02539,0.59241,1.02533,0.8153,0.73105,0.77227,0.46064,1.07755,0.70452,1.06087,0.000796826,0.000796826,0.000796826
60,3566.38,1.03291,0.59187,1.04113,0.83244,0.68333,0.72982,0.45113,1.05493,0.80278,1.05328,0.000781823,0.000781823,0.000781823
61,3625.63,0.9945,0.59343,1.01716,0.89691,0.68565,0.79234,0.47053,1.0752,0.64387,1.05686,0.00076682,0.00076682,0.00076682
62,3685.01,1.00202,0.5929,1.02619,0.8738,0.72535,0.78824,0.48158,1.0545,0.68456,1.0613,0.000751817,0.000751817,0.000751817
63,3744.49,0.98175,0.57421,1.02125,0.80964,0.69435,0.77339,0.46657,1.03978,0.67242,1.04624,0.000736814,0.000736814,0.000736814
64,3803.81,0.98897,0.56411,1.02543,0.81986,0.72401,0.78318,0.48117,1.04666,0.66063,1.05928,0.000721811,0.000721811,0.000721811
65,3863.08,0.99801,0.5726,1.01536,0.8728,0.69284,0.76955,0.46702,1.07561,0.68871,1.06455,0.000706808,0.000706808,0.000706808
66,3922.35,0.99235,0.58726,1.01661,0.82987,0.68425,0.75288,0.45503,1.06214,0.653,1.05988,0.000691805,0.000691805,0.000691805
67,3981.65,0.99429,0.58055,1.01744,0.8436,0.71925,0.78151,0.47242,1.05195,0.66617,1.04918,0.000676802,0.000676802,0.000676802
68,4041.04,0.98606,0.56486,1.01799,0.88496,0.66461,0.76714,0.47946,1.03968,0.69337,1.05339,0.000661799,0.000661799,0.000661799
69,4100.41,0.97856,0.56051,1.0069,0.85563,0.71371,0.78677,0.47388,1.02497,0.63863,1.04132,0.000646796,0.000646796,0.000646796
70,4159.82,0.96707,0.56583,1.00265,0.88388,0.67738,0.77127,0.46624,1.03358,0.64391,1.04761,0.000631793,0.000631793,0.000631793
71,4219.2,0.95803,0.55086,0.99814,0.8577,0.70424,0.78959,0.49055,1.04124,0.62103,1.04397,0.00061679,0.00061679,0.00061679
72,4278.69,0.95831,0.56153,1.00105,0.88689,0.72255,0.78571,0.47518,1.05432,0.62856,1.06043,0.000601787,0.000601787,0.000601787
73,4338.01,0.9482,0.54707,1.00279,0.8642,0.69647,0.77347,0.46685,1.04766,0.64644,1.05049,0.000586784,0.000586784,0.000586784
74,4397.39,0.94532,0.55226,0.99988,0.85547,0.71487,0.78561,0.48328,1.03854,0.66888,1.04363,0.000571781,0.000571781,0.000571781
75,4456.78,0.9587,0.54358,0.99853,0.88471,0.68209,0.79133,0.49087,1.03164,0.67008,1.04863,0.000556778,0.000556778,0.000556778
76,4516.53,0.98714,0.56049,0.99458,0.86448,0.73072,0.8052,0.49473,1.03179,0.64263,1.0433,0.000541775,0.000541775,0.000541775
77,4576.41,0.94162,0.53079,0.99294,0.8743,0.70781,0.7985,0.47775,1.05119,0.63813,1.05778,0.000526772,0.000526772,0.000526772
78,4635.8,0.95115,0.52652,0.9933,0.89171,0.71499,0.80211,0.47505,1.04195,0.63491,1.04995,0.000511769,0.000511769,0.000511769
79,4695.15,0.96376,0.53853,0.9944,0.89757,0.71016,0.79617,0.48965,1.01986,0.65358,1.04948,0.000496766,0.000496766,0.000496766
80,4754.55,0.93786,0.51981,0.9983,0.89125,0.701,0.77915,0.47722,1.03827,0.64823,1.04813,0.000481763,0.000481763,0.000481763
81,4813.93,0.9276,0.51922,0.98584,0.85026,0.73018,0.79833,0.48136,1.02795,0.62934,1.04745,0.00046676,0.00046676,0.00046676
82,4873.38,0.90168,0.5104,0.98193,0.87328,0.68064,0.7888,0.47933,1.03266,0.6313,1.04824,0.000451757,0.000451757,0.000451757
83,4932.71,0.93536,0.5312,0.98619,0.85964,0.7246,0.8119,0.48617,1.04016,0.62042,1.04559,0.000436754,0.000436754,0.000436754
84,4992.32,0.95598,0.52373,0.99038,0.8315,0.72185,0.78664,0.47974,1.0587,0.62431,1.06124,0.000421751,0.000421751,0.000421751
85,5051.66,0.91554,0.51835,0.98753,0.86313,0.7144,0.78344,0.47415,1.04859,0.60438,1.05811,0.000406748,0.000406748,0.000406748
86,5111.11,0.92598,0.51255,0.97938,0.83125,0.73654,0.79018,0.48552,1.0332,0.6148,1.04461,0.000391745,0.000391745,0.000391745
87,5170.59,0.92312,0.50992,0.97475,0.83515,0.71315,0.77721,0.47347,1.02766,0.63882,1.04924,0.000376742,0.000376742,0.000376742
88,5229.91,0.91398,0.50662,0.98397,0.83334,0.71374,0.79487,0.48993,1.02781,0.61691,1.04592,0.000361739,0.000361739,0.000361739
89,5289.32,0.87687,0.48165,0.96918,0.88567,0.7234,0.81435,0.50079,1.03096,0.61496,1.04767,0.000346736,0.000346736,0.000346736
90,5349.04,0.90958,0.48851,0.97267,0.88069,0.68855,0.79296,0.48631,1.04552,0.6325,1.05635,0.000331733,0.000331733,0.000331733
91,5409.59,0.8522,0.44578,0.97134,0.87093,0.70727,0.77196,0.47094,1.03747,0.65039,1.04981,0.00031673,0.00031673,0.00031673
92,5469.08,0.84757,0.44553,0.96308,0.86643,0.71772,0.78802,0.47115,1.05383,0.62687,1.04931,0.000301727,0.000301727,0.000301727
93,5528.33,0.82865,0.43836,0.95915,0.91013,0.68855,0.78902,0.49413,1.00817,0.61098,1.04016,0.000286724,0.000286724,0.000286724
94,5587.78,0.83064,0.4329,0.95794,0.87996,0.70951,0.79609,0.48927,1.04004,0.61125,1.04475,0.000271721,0.000271721,0.000271721
95,5647.24,0.82143,0.42917,0.95734,0.84383,0.74622,0.80744,0.48808,1.02289,0.59516,1.03665,0.000256718,0.000256718,0.000256718
96,5706.67,0.82362,0.42267,0.95168,0.8743,0.7113,0.80676,0.49384,1.02579,0.61424,1.04251,0.000241715,0.000241715,0.000241715
97,5766.16,0.80165,0.41439,0.94656,0.87338,0.71494,0.79732,0.48487,1.04439,0.59339,1.04389,0.000226712,0.000226712,0.000226712
98,5825.36,0.80759,0.41379,0.95436,0.8808,0.70717,0.79589,0.48816,1.04528,0.60668,1.04902,0.000211709,0.000211709,0.000211709
99,5884.78,0.79533,0.41292,0.94478,0.86693,0.73051,0.80928,0.50129,1.03346,0.61079,1.04287,0.000196706,0.000196706,0.000196706
100,5944.12,0.80831,0.41918,0.95339,0.86151,0.72619,0.80214,0.49071,1.03133,0.59544,1.0452,0.000181703,0.000181703,0.000181703
