epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,9147.47,0.86391,1.25279,0.47401,0.96996,0.82969,0.7102,0.74478,0.44899,0.81403,0.69752,0.72226,0.38415,1.04062,1.87948,0.59859,1.11649,0.000231213,0.000231213,0.000231213
89,9251.29,0.86318,1.30189,0.47618,0.96501,0.83848,0.73889,0.79288,0.48065,0.87896,0.6816,0.76303,0.40618,1.0362,1.8611,0.57732,1.1174,0.00021471,0.00021471,0.00021471
90,9354.92,0.84455,1.25442,0.45869,0.95926,0.80022,0.71747,0.76254,0.46806,0.77817,0.69802,0.7386,0.39885,1.04456,1.86194,0.59828,1.12308,0.000198206,0.000198206,0.000198206
91,9460.1,0.83872,1.23828,0.44316,1.00547,0.86768,0.69006,0.76481,0.45745,0.84544,0.67182,0.72994,0.3895,1.0447,1.85878,0.59563,1.12687,0.000181703,0.000181703,0.000181703
92,9564.06,0.82132,1.22173,0.42978,0.99458,0.81116,0.73586,0.76092,0.4586,0.85809,0.67913,0.73172,0.38388,1.03793,1.8776,0.58796,1.12772,0.0001652,0.0001652,0.0001652
93,9667.93,0.81645,1.19599,0.4199,0.98862,0.82018,0.72369,0.75355,0.46282,0.81472,0.69383,0.72799,0.38539,1.033,1.89774,0.58784,1.11661,0.000148696,0.000148696,0.000148696
94,9771.89,0.81657,1.21325,0.42773,0.98842,0.86471,0.70926,0.75814,0.46522,0.85695,0.69375,0.73852,0.38635,1.04512,1.90558,0.58355,1.12019,0.000132193,0.000132193,0.000132193
95,9875.74,0.80799,1.17366,0.41274,0.97649,0.83079,0.72155,0.76011,0.4668,0.80424,0.69841,0.73363,0.38716,1.02823,1.90186,0.57907,1.11487,0.00011569,0.00011569,0.00011569
96,9979.64,0.80662,1.19561,0.4098,0.98027,0.86388,0.69617,0.75241,0.45966,0.81544,0.6859,0.72085,0.38338,1.02236,1.88772,0.58219,1.10353,9.91865e-05,9.91865e-05,9.91865e-05
97,10083.6,0.80529,1.1839,0.41119,0.97693,0.84416,0.69554,0.75206,0.46484,0.80271,0.68632,0.72791,0.38961,1.02959,1.90495,0.59022,1.11667,8.26832e-05,8.26832e-05,8.26832e-05
