epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1550.28,1.16496,0.81096,1.10593,0.79187,0.61219,0.66841,0.39824,1.09878,0.78348,1.09414,0.00129193,0.00129193,0.00129193
27,1609.47,1.16051,0.78561,1.10113,0.82968,0.6122,0.67886,0.42003,1.08968,0.71844,1.08503,0.00127692,0.00127692,0.00127692
28,1668.87,1.14139,0.76889,1.08863,0.83958,0.6077,0.67045,0.41159,1.10357,0.71367,1.09237,0.00126192,0.00126192,0.00126192
29,1728,1.13324,0.7719,1.07653,0.84328,0.60108,0.67246,0.40765,1.06147,0.75386,1.08612,0.00124692,0.00124692,0.00124692
30,1787.18,1.11795,0.74507,1.07124,0.8715,0.59532,0.66602,0.4155,1.04528,0.72176,1.06809,0.00123191,0.00123191,0.00123191
31,1846.34,1.10439,0.72909,1.07128,0.84655,0.61243,0.68188,0.42057,1.05457,0.77539,1.0666,0.00121691,0.00121691,0.00121691
32,1905.78,1.13777,0.75258,1.08518,0.79625,0.61549,0.67644,0.40114,1.09072,0.73026,1.08514,0.00120191,0.00120191,0.00120191
33,1965.03,1.11769,0.72485,1.07799,0.80089,0.56908,0.65044,0.41702,1.03842,0.76503,1.05859,0.0011869,0.0011869,0.0011869
34,2024.2,1.09462,0.70683,1.06833,0.86421,0.6094,0.69044,0.43165,1.03102,0.67792,1.06408,0.0011719,0.0011719,0.0011719
35,2083.73,1.12457,0.73107,1.05738,0.88441,0.60961,0.69692,0.4205,1.06833,0.71618,1.08076,0.0011569,0.0011569,0.0011569
36,2142.94,1.12136,0.71153,1.07218,0.87309,0.63865,0.70017,0.44424,1.04487,0.67254,1.06972,0.0011419,0.0011419,0.0011419
37,2202.26,1.10883,0.71379,1.06598,0.79954,0.65194,0.68932,0.42178,1.07313,0.67814,1.07519,0.00112689,0.00112689,0.00112689
38,2261.4,1.12091,0.71288,1.07482,0.8583,0.63525,0.70842,0.43952,1.0362,0.67394,1.06005,0.00111189,0.00111189,0.00111189
39,2320.61,1.07688,0.69389,1.07293,0.85909,0.60689,0.68619,0.42116,1.05621,0.69675,1.06286,0.00109689,0.00109689,0.00109689
40,2379.93,1.1064,0.70293,1.06224,0.77885,0.59825,0.67141,0.41007,1.05164,0.72375,1.07066,0.00108188,0.00108188,0.00108188
41,2439.21,1.07652,0.67515,1.05561,0.81674,0.65083,0.70406,0.43999,1.02206,0.64298,1.05342,0.00106688,0.00106688,0.00106688
42,2498.46,1.09814,0.67376,1.04782,0.83923,0.60593,0.69082,0.42361,1.06012,0.68908,1.06363,0.00105188,0.00105188,0.00105188
43,2557.64,1.08917,0.67939,1.06169,0.86132,0.61205,0.70821,0.43293,1.05259,0.66504,1.05776,0.00103687,0.00103687,0.00103687
44,2616.87,1.06064,0.65522,1.04857,0.8394,0.61772,0.70445,0.44348,1.00889,0.64393,1.03895,0.00102187,0.00102187,0.00102187
45,2676.02,1.07442,0.67616,1.0561,0.824,0.65389,0.71593,0.45157,1.03594,0.66565,1.048,0.00100687,0.00100687,0.00100687
46,2735.51,1.10678,0.67685,1.05312,0.7935,0.60652,0.65832,0.41654,1.0295,0.66129,1.05267,0.000991865,0.000991865,0.000991865
47,2794.72,1.08568,0.66766,1.04918,0.8466,0.58683,0.69034,0.42503,1.02242,0.65393,1.04325,0.000976862,0.000976862,0.000976862
48,2854,1.05786,0.64313,1.04378,0.77601,0.63015,0.6889,0.43899,1.0379,0.64182,1.0455,0.000961859,0.000961859,0.000961859
49,2913.17,1.09269,0.67548,1.06811,0.73915,0.69416,0.72623,0.44224,1.01987,0.71077,1.04559,0.000946856,0.000946856,0.000946856
50,2972.42,1.02571,0.64869,1.02966,0.86073,0.60858,0.70121,0.43542,1.03673,0.66354,1.04599,0.000931853,0.000931853,0.000931853
51,3031.57,1.05718,0.64804,1.04647,0.87829,0.62669,0.71516,0.4378,1.02435,0.64055,1.05282,0.00091685,0.00091685,0.00091685
52,3090.8,0.99237,0.59442,1.02614,0.85476,0.60061,0.68733,0.42815,1.04702,0.68892,1.05186,0.000901847,0.000901847,0.000901847
53,3149.98,1.05004,0.65293,1.03785,0.84306,0.62372,0.71981,0.43199,1.05236,0.66906,1.0595,0.000886844,0.000886844,0.000886844
54,3209.16,1.01162,0.61834,1.03963,0.85597,0.65912,0.71229,0.43378,1.02488,0.64961,1.05423,0.000871841,0.000871841,0.000871841
55,3268.41,1.06525,0.64122,1.04555,0.77563,0.66843,0.70873,0.44811,1.01099,0.63584,1.04498,0.000856838,0.000856838,0.000856838
56,3327.57,1.01685,0.61092,1.01966,0.82661,0.62802,0.69918,0.43328,1.04793,0.65807,1.05727,0.000841835,0.000841835,0.000841835
57,3386.82,1.0341,0.61391,1.03738,0.90456,0.62795,0.70805,0.44582,1.03916,0.63894,1.05037,0.000826832,0.000826832,0.000826832
58,3446.15,1.04231,0.61044,1.03718,0.84087,0.66087,0.72638,0.45326,1.02748,0.61212,1.04648,0.000811829,0.000811829,0.000811829
59,3505.49,1.01231,0.60599,1.02617,0.85693,0.64429,0.70176,0.44397,1.00996,0.66323,1.03931,0.000796826,0.000796826,0.000796826
60,3564.63,1.00194,0.60388,1.03071,0.85699,0.63605,0.70573,0.44225,0.98644,0.62308,1.03575,0.000781823,0.000781823,0.000781823
61,3623.81,1.01442,0.60794,1.02738,0.92535,0.61927,0.72912,0.45525,0.99378,0.61958,1.03471,0.00076682,0.00076682,0.00076682
62,3683.22,0.97954,0.59667,1.01283,0.81561,0.67599,0.73285,0.45841,0.98454,0.59736,1.03394,0.000751817,0.000751817,0.000751817
63,3742.61,1.01067,0.58735,1.01643,0.91973,0.59045,0.71936,0.43656,1.0338,0.62563,1.04515,0.000736814,0.000736814,0.000736814
64,3801.91,1.00128,0.57574,1.02323,0.87432,0.63629,0.71427,0.45691,0.987,0.64099,1.03378,0.000721811,0.000721811,0.000721811
65,3861.22,1.00216,0.59369,1.01628,0.84589,0.61043,0.70017,0.44672,1.01184,0.704,1.03853,0.000706808,0.000706808,0.000706808
66,3920.55,0.99701,0.59474,1.01425,0.8223,0.67434,0.72471,0.45639,1.00595,0.61271,1.03275,0.000691805,0.000691805,0.000691805
67,3979.74,0.99489,0.57496,1.01624,0.88461,0.63322,0.73779,0.45608,0.99908,0.59634,1.03501,0.000676802,0.000676802,0.000676802
68,4039.02,0.9851,0.57389,1.00582,0.87513,0.6266,0.73221,0.46053,0.99625,0.64558,1.02626,0.000661799,0.000661799,0.000661799
69,4098.24,1.00294,0.57735,1.00967,0.87402,0.62471,0.71873,0.44366,0.99581,0.63137,1.03076,0.000646796,0.000646796,0.000646796
70,4157.43,0.9546,0.55837,0.99763,0.84382,0.67269,0.73556,0.47259,0.97829,0.60548,1.02926,0.000631793,0.000631793,0.000631793
71,4216.89,0.98249,0.5645,1.00169,0.83889,0.68025,0.76334,0.46645,1.00252,0.59148,1.0332,0.00061679,0.00061679,0.00061679
72,4276.18,0.97257,0.56299,1.00573,0.79318,0.63909,0.71424,0.45603,0.97421,0.62871,1.02168,0.000601787,0.000601787,0.000601787
73,4335.45,0.97401,0.55033,0.9997,0.8857,0.63555,0.73428,0.47109,0.98577,0.60733,1.03009,0.000586784,0.000586784,0.000586784
74,4394.54,0.94809,0.54138,1.00241,0.84443,0.63597,0.72402,0.45852,0.97578,0.59162,1.02755,0.000571781,0.000571781,0.000571781
75,4453.68,0.94646,0.54299,1.00077,0.81934,0.6604,0.73603,0.47142,0.96968,0.58286,1.01715,0.000556778,0.000556778,0.000556778
76,4512.9,0.94715,0.53913,0.99411,0.93108,0.61667,0.73661,0.47011,0.98708,0.58184,1.02386,0.000541775,0.000541775,0.000541775
77,4572.02,0.94644,0.53029,0.99227,0.85431,0.64987,0.72913,0.46516,0.97852,0.58705,1.02553,0.000526772,0.000526772,0.000526772
78,4631.3,0.95168,0.5306,0.9893,0.88508,0.65973,0.74769,0.46939,0.98988,0.5884,1.02459,0.000511769,0.000511769,0.000511769
79,4690.55,0.95719,0.54367,1.00006,0.82762,0.64579,0.72462,0.45454,0.99876,0.58551,1.03659,0.000496766,0.000496766,0.000496766
80,4749.7,0.92776,0.52179,0.99701,0.83279,0.68357,0.75762,0.46709,1.01079,0.58022,1.03781,0.000481763,0.000481763,0.000481763
81,4808.92,0.94242,0.52614,0.9935,0.79309,0.67246,0.74373,0.47021,1.00371,0.59016,1.02864,0.00046676,0.00046676,0.00046676
82,4868.09,0.9065,0.51728,0.98567,0.86415,0.65685,0.73364,0.45855,0.98251,0.59019,1.02876,0.000451757,0.000451757,0.000451757
83,4927.31,0.91164,0.52147,0.97887,0.84596,0.67477,0.74567,0.47308,0.99731,0.5846,1.03925,0.000436754,0.000436754,0.000436754
84,4986.78,0.92461,0.51449,0.97425,0.8716,0.64424,0.72981,0.46684,0.96695,0.57493,1.02554,0.000421751,0.000421751,0.000421751
85,5046.05,0.9315,0.51943,0.9827,0.75146,0.71855,0.74284,0.47293,0.98367,0.55792,1.02364,0.000406748,0.000406748,0.000406748
86,5105.52,0.91553,0.51527,0.97918,0.86843,0.68712,0.75499,0.47861,0.98026,0.56124,1.02409,0.000391745,0.000391745,0.000391745
87,5164.92,0.89979,0.49329,0.98544,0.81459,0.68498,0.74085,0.46384,0.96689,0.56739,1.01853,0.000376742,0.000376742,0.000376742
88,5224.32,0.89988,0.50437,0.96592,0.8983,0.64698,0.74773,0.47322,0.97109,0.55842,1.01954,0.000361739,0.000361739,0.000361739
89,5283.39,0.8865,0.49214,0.97799,0.90699,0.66753,0.742,0.46504,0.97795,0.57576,1.02893,0.000346736,0.000346736,0.000346736
90,5342.63,0.90696,0.50032,0.96807,0.87523,0.66701,0.74928,0.47205,0.9644,0.57707,1.01868,0.000331733,0.000331733,0.000331733
91,5403.01,0.84737,0.4548,0.96626,0.8345,0.68155,0.74745,0.46545,0.98152,0.59028,1.0283,0.00031673,0.00031673,0.00031673
92,5462.28,0.81949,0.43521,0.95972,0.82645,0.67644,0.74072,0.46971,0.96586,0.58966,1.01651,0.000301727,0.000301727,0.000301727
93,5521.51,0.82685,0.43268,0.94851,0.90381,0.64201,0.74433,0.46221,0.9697,0.58818,1.02446,0.000286724,0.000286724,0.000286724
94,5580.76,0.82514,0.436,0.95667,0.852,0.68403,0.74236,0.46952,0.97023,0.56985,1.01992,0.000271721,0.000271721,0.000271721
95,5639.98,0.81455,0.42833,0.94924,0.85585,0.67032,0.74281,0.4721,0.97282,0.55986,1.02556,0.000256718,0.000256718,0.000256718
96,5699.27,0.81329,0.42816,0.94473,0.87299,0.65612,0.74936,0.47024,0.97105,0.55856,1.02508,0.000241715,0.000241715,0.000241715
97,5758.54,0.80559,0.42397,0.94572,0.88639,0.66384,0.75096,0.47659,0.97829,0.57993,1.02357,0.000226712,0.000226712,0.000226712
98,5817.81,0.81365,0.42856,0.94854,0.91743,0.64314,0.75531,0.46965,0.97447,0.55351,1.02192,0.000211709,0.000211709,0.000211709
99,5877.04,0.79058,0.41098,0.94288,0.81766,0.69301,0.74406,0.4676,0.97341,0.56567,1.01421,0.000196706,0.000196706,0.000196706
100,5936.25,0.78728,0.41951,0.93888,0.86523,0.66309,0.75381,0.47757,0.96615,0.55622,1.02202,0.000181703,0.000181703,0.000181703
