epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,91.8146,0.00841,0.01513,4.44732,1.11903,0.02522,0.31189,0.01756,0.00674,0.02303,0.35034,0.01571,0.00504,0.01111,nan,inf,2.77862,0.000331427,0.000331427,0.000331427
2,174.199,0.00947,0.01673,4.0061,1.20577,0.03455,0.1813,0.01675,0.01082,0.03455,0.1813,0.01647,0.00891,0.01055,4.50606,inf,3.79802,0.000651664,0.000651664,0.000651664
3,256.783,0.01069,0.01823,4.19767,1.28256,0.82655,0.45919,0.52259,0.28347,0.80615,0.43715,0.48394,0.22508,0.00941,0.01875,4.10777,1.30778,0.000958697,0.000958697,0.000958697
4,338.984,0.01048,0.01812,4.08281,1.27137,0.59684,0.35332,0.38383,0.22379,0.55795,0.36421,0.38202,0.18919,0.0089,0.01844,5.32542,1.22525,0.00125253,0.00125253,0.00125253
5,420.465,0.0101,0.01732,3.84379,1.23439,0.67706,0.3381,0.40928,0.21592,0.45757,0.38328,0.39689,0.19307,0.00933,0.01758,6.21017,1.26266,0.00153316,0.00153316,0.00153316
6,501.828,0.01033,0.01798,4.00772,1.25263,0.82032,0.43413,0.50837,0.28329,0.81609,0.43141,0.50158,0.23704,0.00867,0.01757,3.4757,1.24231,0.00150197,0.00150197,0.00150197
7,583.443,0.00992,0.01755,3.76369,1.22256,0.6997,0.4264,0.49044,0.26399,0.71425,0.42988,0.49943,0.21837,0.0093,0.01841,3.76702,1.25918,0.00146896,0.00146896,0.00146896
8,664.585,0.0096,0.0167,3.48521,1.20525,0.75726,0.54022,0.57442,0.32153,0.75092,0.53497,0.5679,0.26451,0.00844,0.01673,3.27073,1.2107,0.00143595,0.00143595,0.00143595
9,746.252,0.00959,0.01674,3.54377,1.20527,0.67789,0.52238,0.57342,0.33574,0.65986,0.50906,0.55568,0.27112,0.00822,0.0162,2.95017,1.17418,0.00140295,0.00140295,0.00140295
10,827.769,0.00961,0.01661,3.4934,1.19878,0.81961,0.49218,0.56072,0.32283,0.81279,0.48666,0.55212,0.26597,0.00846,0.01662,2.86895,1.17528,0.00136994,0.00136994,0.00136994
11,908.951,0.00886,0.01527,3.10982,1.14441,0.82655,0.49131,0.59285,0.34622,0.81739,0.48409,0.57864,0.29594,0.00813,0.01541,2.87564,1.16066,0.00133693,0.00133693,0.00133693
12,990.57,0.00904,0.0157,3.08733,1.15242,0.82522,0.53235,0.60961,0.34902,0.80988,0.52297,0.59235,0.28863,0.00816,0.01547,2.72128,1.17074,0.00130393,0.00130393,0.00130393
13,1071.68,0.00892,0.01519,3.11207,1.14562,0.81433,0.53001,0.58132,0.32479,0.81697,0.53078,0.58245,0.27561,0.00833,0.01558,2.71566,1.18881,0.00127092,0.00127092,0.00127092
